question,answer,filtered_answer,correct_answer,is_correct
Which team finished in position 3 in the 2013-2014 Premier League?,-,-,Chelsea,-
Which team finished in position 4 in the 2013-2014 Premier League?,-,-,Arsenal,-
Which team finished in position 5 in the 2013-2014 Premier League?,-,-,Everton,-
Which team finished in position 6 in the 2013-2014 Premier League?,-,-,Tottenham,-
Which team finished in position 7 in the 2013-2014 Premier League?,-,-,Manchester Utd,-
Which team finished in position 8 in the 2013-2014 Premier League?,-,-,Southampton,-
Which team finished in position 9 in the 2013-2014 Premier League?,-,-,Stoke City,-
Which team finished in position 10 in the 2013-2014 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 11 in the 2013-2014 Premier League?,-,-,Crystal Palace,-
Which team finished in position 12 in the 2013-2014 Premier League?,-,-,Swansea City,-
Which team finished in position 13 in the 2013-2014 Premier League?,-,-,West Ham,-
Which team finished in position 14 in the 2013-2014 Premier League?,-,-,Sunderland,-
Which team finished in position 15 in the 2013-2014 Premier League?,-,-,Aston Villa,-
Which team finished in position 16 in the 2013-2014 Premier League?,-,-,Hull City,-
Which team finished in position 17 in the 2013-2014 Premier League?,-,-,West Brom,-
Which team finished in position 18 in the 2013-2014 Premier League?,-,-,Norwich City,-
Which team finished in position 19 in the 2013-2014 Premier League?,-,-,Fulham,-
Which team finished in position 20 in the 2013-2014 Premier League?,-,-,Cardiff City,-
Which team finished in position 1 in the 2014-2015 Premier League?,-,-,Chelsea,-
Which team finished in position 2 in the 2014-2015 Premier League?,-,-,Manchester City,-
Which team finished in position 3 in the 2014-2015 Premier League?,-,-,Arsenal,-
Which team finished in position 4 in the 2014-2015 Premier League?,-,-,Manchester Utd,-
Which team finished in position 5 in the 2014-2015 Premier League?,-,-,Tottenham,-
Which team finished in position 6 in the 2014-2015 Premier League?,-,-,Liverpool,-
Which team finished in position 7 in the 2014-2015 Premier League?,-,-,Southampton,-
Which team finished in position 8 in the 2014-2015 Premier League?,-,-,Swansea City,-
Which team finished in position 9 in the 2014-2015 Premier League?,-,-,Stoke City,-
Which team finished in position 10 in the 2014-2015 Premier League?,-,-,Crystal Palace,-
Which team finished in position 11 in the 2014-2015 Premier League?,-,-,Everton,-
Which team finished in position 12 in the 2014-2015 Premier League?,-,-,West Ham,-
Which team finished in position 13 in the 2014-2015 Premier League?,-,-,West Brom,-
Which team finished in position 14 in the 2014-2015 Premier League?,-,-,Leicester City,-
Which team finished in position 15 in the 2014-2015 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 16 in the 2014-2015 Premier League?,-,-,Sunderland,-
Which team finished in position 17 in the 2014-2015 Premier League?,-,-,Aston Villa,-
Which team finished in position 18 in the 2014-2015 Premier League?,-,-,Hull City,-
Which team finished in position 19 in the 2014-2015 Premier League?,-,-,Burnley,-
Which team finished in position 20 in the 2014-2015 Premier League?,-,-,QPR,-
Which team finished in position 1 in the 2015-2016 Premier League?,-,-,Leicester City,-
Which team finished in position 2 in the 2015-2016 Premier League?,-,-,Arsenal,-
Which team finished in position 3 in the 2015-2016 Premier League?,-,-,Tottenham,-
Which team finished in position 4 in the 2015-2016 Premier League?,-,-,Manchester City,-
Which team finished in position 5 in the 2015-2016 Premier League?,-,-,Manchester Utd,-
Which team finished in position 6 in the 2015-2016 Premier League?,-,-,Southampton,-
Which team finished in position 7 in the 2015-2016 Premier League?,-,-,West Ham,-
Which team finished in position 8 in the 2015-2016 Premier League?,-,-,Liverpool,-
Which team finished in position 9 in the 2015-2016 Premier League?,-,-,Stoke City,-
Which team finished in position 10 in the 2015-2016 Premier League?,-,-,Chelsea,-
Which team finished in position 11 in the 2015-2016 Premier League?,-,-,Everton,-
Which team finished in position 12 in the 2015-2016 Premier League?,-,-,Swansea City,-
Which team finished in position 13 in the 2015-2016 Premier League?,-,-,Watford,-
Which team finished in position 14 in the 2015-2016 Premier League?,-,-,West Brom,-
Which team finished in position 15 in the 2015-2016 Premier League?,-,-,Crystal Palace,-
Which team finished in position 16 in the 2015-2016 Premier League?,-,-,Bournemouth,-
Which team finished in position 17 in the 2015-2016 Premier League?,-,-,Sunderland,-
Which team finished in position 18 in the 2015-2016 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 19 in the 2015-2016 Premier League?,-,-,Norwich City,-
Which team finished in position 20 in the 2015-2016 Premier League?,-,-,Aston Villa,-
Which team finished in position 1 in the 2016-2017 Premier League?,-,-,Chelsea,-
Which team finished in position 2 in the 2016-2017 Premier League?,-,-,Tottenham,-
Which team finished in position 3 in the 2016-2017 Premier League?,-,-,Manchester City,-
Which team finished in position 4 in the 2016-2017 Premier League?,-,-,Liverpool,-
Which team finished in position 5 in the 2016-2017 Premier League?,-,-,Arsenal,-
Which team finished in position 6 in the 2016-2017 Premier League?,-,-,Manchester Utd,-
Which team finished in position 7 in the 2016-2017 Premier League?,-,-,Everton,-
Which team finished in position 8 in the 2016-2017 Premier League?,-,-,Southampton,-
Which team finished in position 9 in the 2016-2017 Premier League?,-,-,Bournemouth,-
Which team finished in position 10 in the 2016-2017 Premier League?,-,-,West Brom,-
Which team finished in position 11 in the 2016-2017 Premier League?,-,-,West Ham,-
Which team finished in position 12 in the 2016-2017 Premier League?,-,-,Leicester City,-
Which team finished in position 13 in the 2016-2017 Premier League?,-,-,Stoke City,-
Which team finished in position 14 in the 2016-2017 Premier League?,-,-,Crystal Palace,-
Which team finished in position 15 in the 2016-2017 Premier League?,-,-,Swansea City,-
Which team finished in position 16 in the 2016-2017 Premier League?,-,-,Burnley,-
Which team finished in position 17 in the 2016-2017 Premier League?,-,-,Watford,-
Which team finished in position 18 in the 2016-2017 Premier League?,-,-,Hull City,-
Which team finished in position 19 in the 2016-2017 Premier League?,-,-,Middlesbrough,-
Which team finished in position 20 in the 2016-2017 Premier League?,-,-,Sunderland,-
Which team finished in position 1 in the 2017-2018 Premier League?,-,-,Manchester City,-
Which team finished in position 2 in the 2017-2018 Premier League?,-,-,Manchester Utd,-
Which team finished in position 3 in the 2017-2018 Premier League?,-,-,Tottenham,-
Which team finished in position 4 in the 2017-2018 Premier League?,-,-,Liverpool,-
Which team finished in position 5 in the 2017-2018 Premier League?,-,-,Chelsea,-
Which team finished in position 6 in the 2017-2018 Premier League?,-,-,Arsenal,-
Which team finished in position 7 in the 2017-2018 Premier League?,-,-,Burnley,-
Which team finished in position 8 in the 2017-2018 Premier League?,-,-,Everton,-
Which team finished in position 9 in the 2017-2018 Premier League?,-,-,Leicester City,-
Which team finished in position 10 in the 2017-2018 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 11 in the 2017-2018 Premier League?,-,-,Crystal Palace,-
Which team finished in position 12 in the 2017-2018 Premier League?,-,-,Bournemouth,-
Which team finished in position 13 in the 2017-2018 Premier League?,-,-,West Ham,-
Which team finished in position 14 in the 2017-2018 Premier League?,-,-,Watford,-
Which team finished in position 15 in the 2017-2018 Premier League?,-,-,Brighton,-
Which team finished in position 16 in the 2017-2018 Premier League?,-,-,Huddersfield,-
Which team finished in position 17 in the 2017-2018 Premier League?,-,-,Southampton,-
Which team finished in position 18 in the 2017-2018 Premier League?,-,-,Swansea City,-
Which team finished in position 19 in the 2017-2018 Premier League?,-,-,Stoke City,-
Which team finished in position 20 in the 2017-2018 Premier League?,-,-,West Brom,-
Which team finished in position 1 in the 2018-2019 Premier League?,-,-,Manchester City,-
Which team finished in position 2 in the 2018-2019 Premier League?,-,-,Liverpool,-
Which team finished in position 3 in the 2018-2019 Premier League?,-,-,Chelsea,-
Which team finished in position 4 in the 2018-2019 Premier League?,-,-,Tottenham,-
Which team finished in position 5 in the 2018-2019 Premier League?,-,-,Arsenal,-
Which team finished in position 6 in the 2018-2019 Premier League?,-,-,Manchester Utd,-
Which team finished in position 7 in the 2018-2019 Premier League?,-,-,Wolves,-
Which team finished in position 8 in the 2018-2019 Premier League?,-,-,Everton,-
Which team finished in position 9 in the 2018-2019 Premier League?,-,-,Leicester City,-
Which team finished in position 10 in the 2018-2019 Premier League?,-,-,West Ham,-
Which team finished in position 11 in the 2018-2019 Premier League?,-,-,Watford,-
Which team finished in position 12 in the 2018-2019 Premier League?,-,-,Crystal Palace,-
Which team finished in position 13 in the 2018-2019 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 14 in the 2018-2019 Premier League?,-,-,Bournemouth,-
Which team finished in position 15 in the 2018-2019 Premier League?,-,-,Burnley,-
Which team finished in position 16 in the 2018-2019 Premier League?,-,-,Southampton,-
Which team finished in position 17 in the 2018-2019 Premier League?,-,-,Brighton,-
Which team finished in position 18 in the 2018-2019 Premier League?,-,-,Cardiff City,-
Which team finished in position 19 in the 2018-2019 Premier League?,-,-,Fulham,-
Which team finished in position 20 in the 2018-2019 Premier League?,-,-,Huddersfield,-
Which team finished in position 1 in the 2019-2020 Premier League?,-,-,Liverpool,-
Which team finished in position 2 in the 2019-2020 Premier League?,-,-,Manchester City,-
Which team finished in position 3 in the 2019-2020 Premier League?,-,-,Manchester Utd,-
Which team finished in position 4 in the 2019-2020 Premier League?,-,-,Chelsea,-
Which team finished in position 5 in the 2019-2020 Premier League?,-,-,Leicester City,-
Which team finished in position 6 in the 2019-2020 Premier League?,-,-,Tottenham,-
Which team finished in position 7 in the 2019-2020 Premier League?,-,-,Wolves,-
Which team finished in position 8 in the 2019-2020 Premier League?,-,-,Arsenal,-
Which team finished in position 9 in the 2019-2020 Premier League?,-,-,Sheffield Utd,-
Which team finished in position 10 in the 2019-2020 Premier League?,-,-,Burnley,-
Which team finished in position 11 in the 2019-2020 Premier League?,-,-,Southampton,-
Which team finished in position 12 in the 2019-2020 Premier League?,-,-,Everton,-
Which team finished in position 13 in the 2019-2020 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 14 in the 2019-2020 Premier League?,-,-,Crystal Palace,-
Which team finished in position 15 in the 2019-2020 Premier League?,-,-,Brighton,-
Which team finished in position 16 in the 2019-2020 Premier League?,-,-,West Ham,-
Which team finished in position 17 in the 2019-2020 Premier League?,-,-,Aston Villa,-
Which team finished in position 18 in the 2019-2020 Premier League?,-,-,Bournemouth,-
Which team finished in position 19 in the 2019-2020 Premier League?,-,-,Watford,-
Which team finished in position 20 in the 2019-2020 Premier League?,-,-,Norwich City,-
Which team finished in position 1 in the 2020-2021 Premier League?,-,-,Manchester City,-
Which team finished in position 2 in the 2020-2021 Premier League?,-,-,Manchester Utd,-
Which team finished in position 3 in the 2020-2021 Premier League?,-,-,Liverpool,-
Which team finished in position 4 in the 2020-2021 Premier League?,-,-,Chelsea,-
Which team finished in position 5 in the 2020-2021 Premier League?,-,-,Leicester City,-
Which team finished in position 6 in the 2020-2021 Premier League?,-,-,West Ham,-
Which team finished in position 7 in the 2020-2021 Premier League?,-,-,Tottenham,-
Which team finished in position 8 in the 2020-2021 Premier League?,-,-,Arsenal,-
Which team finished in position 9 in the 2020-2021 Premier League?,-,-,Leeds United,-
Which team finished in position 10 in the 2020-2021 Premier League?,-,-,Everton,-
Which team finished in position 11 in the 2020-2021 Premier League?,-,-,Aston Villa,-
Which team finished in position 12 in the 2020-2021 Premier League?,-,-,Newcastle Utd,-
Which team finished in position 13 in the 2020-2021 Premier League?,-,-,Wolves,-
Which team finished in position 14 in the 2020-2021 Premier League?,-,-,Crystal Palace,-
Which team finished in position 15 in the 2020-2021 Premier League?,-,-,Southampton,-
Which team finished in position 16 in the 2020-2021 Premier League?,-,-,Brighton,-
Which team finished in position 17 in the 2020-2021 Premier League?,-,-,Burnley,-
Which team finished in position 18 in the 2020-2021 Premier League?,-,-,Fulham,-
Which team finished in position 19 in the 2020-2021 Premier League?,-,-,West Brom,-
Which team finished in position 20 in the 2020-2021 Premier League?,-,-,Sheffield Utd,-
Which team finished in position 1 in the 2010-2011 Ligue 1?,-,-,Lille,-
Which team finished in position 2 in the 2010-2011 Ligue 1?,-,-,Marseille,-
Which team finished in position 3 in the 2010-2011 Ligue 1?,-,-,Lyon,-
Which team finished in position 4 in the 2010-2011 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 5 in the 2010-2011 Ligue 1?,-,-,Sochaux,-
Which team finished in position 6 in the 2010-2011 Ligue 1?,-,-,Rennes,-
Which team finished in position 7 in the 2010-2011 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 8 in the 2010-2011 Ligue 1?,-,-,Toulouse,-
Which team finished in position 9 in the 2010-2011 Ligue 1?,-,-,Auxerre,-
Which team finished in position 10 in the 2010-2011 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 11 in the 2010-2011 Ligue 1?,-,-,Lorient,-
Which team finished in position 12 in the 2010-2011 Ligue 1?,-,-,Valenciennes,-
Which team finished in position 13 in the 2010-2011 Ligue 1?,-,-,Nancy,-
Which team finished in position 14 in the 2010-2011 Ligue 1?,-,-,Montpellier,-
Which team finished in position 15 in the 2010-2011 Ligue 1?,-,-,Caen,-
Which team finished in position 16 in the 2010-2011 Ligue 1?,-,-,Brest,-
Which team finished in position 17 in the 2010-2011 Ligue 1?,-,-,Nice,-
Which team finished in position 18 in the 2010-2011 Ligue 1?,-,-,Monaco,-
Which team finished in position 19 in the 2010-2011 Ligue 1?,-,-,Lens,-
Which team finished in position 20 in the 2010-2011 Ligue 1?,-,-,Arles-Avignon,-
Which team finished in position 1 in the 2011-2012 Ligue 1?,-,-,Montpellier,-
Which team finished in position 2 in the 2011-2012 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 3 in the 2011-2012 Ligue 1?,-,-,Lille,-
Which team finished in position 4 in the 2011-2012 Ligue 1?,-,-,Lyon,-
Which team finished in position 5 in the 2011-2012 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 6 in the 2011-2012 Ligue 1?,-,-,Rennes,-
Which team finished in position 7 in the 2011-2012 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 8 in the 2011-2012 Ligue 1?,-,-,Toulouse,-
Which team finished in position 9 in the 2011-2012 Ligue 1?,-,-,Evian,-
Which team finished in position 10 in the 2011-2012 Ligue 1?,-,-,Marseille,-
Which team finished in position 11 in the 2011-2012 Ligue 1?,-,-,Nancy,-
Which team finished in position 12 in the 2011-2012 Ligue 1?,-,-,Valenciennes,-
Which team finished in position 13 in the 2011-2012 Ligue 1?,-,-,Nice,-
Which team finished in position 14 in the 2011-2012 Ligue 1?,-,-,Sochaux,-
Which team finished in position 15 in the 2011-2012 Ligue 1?,-,-,Brest,-
Which team finished in position 16 in the 2011-2012 Ligue 1?,-,-,Ajaccio,-
Which team finished in position 17 in the 2011-2012 Ligue 1?,-,-,Lorient,-
Which team finished in position 18 in the 2011-2012 Ligue 1?,-,-,Caen,-
Which team finished in position 19 in the 2011-2012 Ligue 1?,-,-,Dijon,-
Which team finished in position 20 in the 2011-2012 Ligue 1?,-,-,Auxerre,-
Which team finished in position 1 in the 2012-2013 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 2 in the 2012-2013 Ligue 1?,-,-,Marseille,-
Which team finished in position 3 in the 2012-2013 Ligue 1?,-,-,Lyon,-
Which team finished in position 4 in the 2012-2013 Ligue 1?,-,-,Nice,-
Which team finished in position 5 in the 2012-2013 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 6 in the 2012-2013 Ligue 1?,-,-,Lille,-
Which team finished in position 7 in the 2012-2013 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 8 in the 2012-2013 Ligue 1?,-,-,Lorient,-
Which team finished in position 9 in the 2012-2013 Ligue 1?,-,-,Montpellier,-
Which team finished in position 10 in the 2012-2013 Ligue 1?,-,-,Toulouse,-
Which team finished in position 11 in the 2012-2013 Ligue 1?,-,-,Valenciennes,-
Which team finished in position 12 in the 2012-2013 Ligue 1?,-,-,Bastia,-
Which team finished in position 13 in the 2012-2013 Ligue 1?,-,-,Rennes,-
Which team finished in position 14 in the 2012-2013 Ligue 1?,-,-,Reims,-
Which team finished in position 15 in the 2012-2013 Ligue 1?,-,-,Sochaux,-
Which team finished in position 16 in the 2012-2013 Ligue 1?,-,-,Evian,-
Which team finished in position 17 in the 2012-2013 Ligue 1?,-,-,Ajaccio,-
Which team finished in position 18 in the 2012-2013 Ligue 1?,-,-,Nancy,-
Which team finished in position 19 in the 2012-2013 Ligue 1?,-,-,Troyes,-
Which team finished in position 20 in the 2012-2013 Ligue 1?,-,-,Brest,-
Which team finished in position 1 in the 2013-2014 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 2 in the 2013-2014 Ligue 1?,-,-,Monaco,-
Which team finished in position 3 in the 2013-2014 Ligue 1?,-,-,Lille,-
Which team finished in position 4 in the 2013-2014 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 5 in the 2013-2014 Ligue 1?,-,-,Lyon,-
Which team finished in position 6 in the 2013-2014 Ligue 1?,-,-,Marseille,-
Which team finished in position 7 in the 2013-2014 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 8 in the 2013-2014 Ligue 1?,-,-,Lorient,-
Which team finished in position 9 in the 2013-2014 Ligue 1?,-,-,Toulouse,-
Which team finished in position 10 in the 2013-2014 Ligue 1?,-,-,Bastia,-
Which team finished in position 11 in the 2013-2014 Ligue 1?,-,-,Reims,-
Which team finished in position 12 in the 2013-2014 Ligue 1?,-,-,Rennes,-
Which team finished in position 13 in the 2013-2014 Ligue 1?,-,-,Nantes,-
Which team finished in position 14 in the 2013-2014 Ligue 1?,-,-,Evian,-
Which team finished in position 15 in the 2013-2014 Ligue 1?,-,-,Montpellier,-
Which team finished in position 16 in the 2013-2014 Ligue 1?,-,-,Guingamp,-
Which team finished in position 17 in the 2013-2014 Ligue 1?,-,-,Nice,-
Which team finished in position 18 in the 2013-2014 Ligue 1?,-,-,Sochaux,-
Which team finished in position 19 in the 2013-2014 Ligue 1?,-,-,Valenciennes,-
Which team finished in position 20 in the 2013-2014 Ligue 1?,-,-,Ajaccio,-
Which team finished in position 1 in the 2014-2015 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 2 in the 2014-2015 Ligue 1?,-,-,Lyon,-
Which team finished in position 3 in the 2014-2015 Ligue 1?,-,-,Monaco,-
Which team finished in position 4 in the 2014-2015 Ligue 1?,-,-,Marseille,-
Which team finished in position 5 in the 2014-2015 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 6 in the 2014-2015 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 7 in the 2014-2015 Ligue 1?,-,-,Montpellier,-
Which team finished in position 8 in the 2014-2015 Ligue 1?,-,-,Lille,-
Which team finished in position 9 in the 2014-2015 Ligue 1?,-,-,Rennes,-
Which team finished in position 10 in the 2014-2015 Ligue 1?,-,-,Guingamp,-
Which team finished in position 11 in the 2014-2015 Ligue 1?,-,-,Nice,-
Which team finished in position 12 in the 2014-2015 Ligue 1?,-,-,Bastia,-
Which team finished in position 13 in the 2014-2015 Ligue 1?,-,-,Caen,-
Which team finished in position 14 in the 2014-2015 Ligue 1?,-,-,Nantes,-
Which team finished in position 15 in the 2014-2015 Ligue 1?,-,-,Reims,-
Which team finished in position 16 in the 2014-2015 Ligue 1?,-,-,Lorient,-
Which team finished in position 17 in the 2014-2015 Ligue 1?,-,-,Toulouse,-
Which team finished in position 18 in the 2014-2015 Ligue 1?,-,-,Evian,-
Which team finished in position 19 in the 2014-2015 Ligue 1?,-,-,Metz,-
Which team finished in position 20 in the 2014-2015 Ligue 1?,-,-,Lens,-
Which team finished in position 1 in the 2015-2016 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 2 in the 2015-2016 Ligue 1?,-,-,Lyon,-
Which team finished in position 3 in the 2015-2016 Ligue 1?,-,-,Monaco,-
Which team finished in position 4 in the 2015-2016 Ligue 1?,-,-,Nice,-
Which team finished in position 5 in the 2015-2016 Ligue 1?,-,-,Lille,-
Which team finished in position 6 in the 2015-2016 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 7 in the 2015-2016 Ligue 1?,-,-,Caen,-
Which team finished in position 8 in the 2015-2016 Ligue 1?,-,-,Rennes,-
Which team finished in position 9 in the 2015-2016 Ligue 1?,-,-,Angers,-
Which team finished in position 10 in the 2015-2016 Ligue 1?,-,-,Bastia,-
Which team finished in position 11 in the 2015-2016 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 12 in the 2015-2016 Ligue 1?,-,-,Montpellier,-
Which team finished in position 13 in the 2015-2016 Ligue 1?,-,-,Marseille,-
Which team finished in position 14 in the 2015-2016 Ligue 1?,-,-,Nantes,-
Which team finished in position 15 in the 2015-2016 Ligue 1?,-,-,Lorient,-
Which team finished in position 16 in the 2015-2016 Ligue 1?,-,-,Guingamp,-
Which team finished in position 17 in the 2015-2016 Ligue 1?,-,-,Toulouse,-
Which team finished in position 18 in the 2015-2016 Ligue 1?,-,-,Reims,-
Which team finished in position 19 in the 2015-2016 Ligue 1?,-,-,Gazélec Ajaccio,-
Which team finished in position 20 in the 2015-2016 Ligue 1?,-,-,Troyes,-
Which team finished in position 1 in the 2016-2017 Ligue 1?,-,-,Monaco,-
Which team finished in position 2 in the 2016-2017 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 3 in the 2016-2017 Ligue 1?,-,-,Nice,-
Which team finished in position 4 in the 2016-2017 Ligue 1?,-,-,Lyon,-
Which team finished in position 5 in the 2016-2017 Ligue 1?,-,-,Marseille,-
Which team finished in position 6 in the 2016-2017 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 7 in the 2016-2017 Ligue 1?,-,-,Nantes,-
Which team finished in position 8 in the 2016-2017 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 9 in the 2016-2017 Ligue 1?,-,-,Rennes,-
Which team finished in position 10 in the 2016-2017 Ligue 1?,-,-,Guingamp,-
Which team finished in position 11 in the 2016-2017 Ligue 1?,-,-,Lille,-
Which team finished in position 12 in the 2016-2017 Ligue 1?,-,-,Angers,-
Which team finished in position 13 in the 2016-2017 Ligue 1?,-,-,Toulouse,-
Which team finished in position 14 in the 2016-2017 Ligue 1?,-,-,Metz,-
Which team finished in position 15 in the 2016-2017 Ligue 1?,-,-,Montpellier,-
Which team finished in position 16 in the 2016-2017 Ligue 1?,-,-,Dijon,-
Which team finished in position 17 in the 2016-2017 Ligue 1?,-,-,Caen,-
Which team finished in position 18 in the 2016-2017 Ligue 1?,-,-,Lorient,-
Which team finished in position 19 in the 2016-2017 Ligue 1?,-,-,Nancy,-
Which team finished in position 20 in the 2016-2017 Ligue 1?,-,-,Bastia,-
Which team finished in position 1 in the 2017-2018 Ligue 1?,-,-,Paris S-G,-
Which team finished in position 2 in the 2017-2018 Ligue 1?,-,-,Monaco,-
Which team finished in position 3 in the 2017-2018 Ligue 1?,-,-,Lyon,-
Which team finished in position 4 in the 2017-2018 Ligue 1?,-,-,Marseille,-
Which team finished in position 5 in the 2017-2018 Ligue 1?,-,-,Rennes,-
Which team finished in position 6 in the 2017-2018 Ligue 1?,-,-,Bordeaux,-
Which team finished in position 7 in the 2017-2018 Ligue 1?,-,-,Saint-Étienne,-
Which team finished in position 8 in the 2017-2018 Ligue 1?,-,-,Nice,-
Which team finished in position 9 in the 2017-2018 Ligue 1?,-,-,Nantes,-
Which team finished in position 10 in the 2017-2018 Ligue 1?,-,-,Montpellier,-
