,Unnamed: 0.1,Unnamed: 0,statement,label,city,country,correct_country,question,question_with_answer,answer,filtered_answer,is_correct
39,39,39,The city of Diahouin is in Côte d'Ivoire.,1,Diahouin,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Diahouin located?,In which country is the city of Diahouin located? Côte d'Ivoire.,Benin. I finished,Benin,False
40,40,40,The city of Gilly-sur-Isere is in France.,1,Gilly-sur-Isere,France,France,In which country is the city of Gilly-sur-Isere located?,In which country is the city of Gilly-sur-Isere located? France.,France. I finished,France,True
41,41,41,"The city of Osan is in Korea, Republic of.",1,Osan,"Korea, Republic of","Korea, Republic of",In which country is the city of Osan located?,"In which country is the city of Osan located? Korea, Republic of.",South Korea. I finished,South Korea,True
42,42,42,The city of Itaguacu is in Brazil.,1,Itaguacu,Brazil,Brazil,In which country is the city of Itaguacu located?,In which country is the city of Itaguacu located? Brazil.,Brazil. I finished,Brazil,True
43,43,43,The city of Podgorodnyaya Pokrovka is in Russian Federation.,1,Podgorodnyaya Pokrovka,Russian Federation,Russian Federation,In which country is the city of Podgorodnyaya Pokrovka located?,In which country is the city of Podgorodnyaya Pokrovka located? Russian Federation.,Russia. I finished,Russia,True
44,44,44,The city of Costestii din Vale is in Romania.,1,Costestii din Vale,Romania,Romania,In which country is the city of Costestii din Vale located?,In which country is the city of Costestii din Vale located? Romania.,Romania. I finished,Romania,True
45,45,45,The city of Drajna de Sus is in Romania.,1,Drajna de Sus,Romania,Romania,In which country is the city of Drajna de Sus located?,In which country is the city of Drajna de Sus located? Romania.,Romania. I finished,Romania,True
46,46,46,The city of Arc-sur-Tille is in France.,1,Arc-sur-Tille,France,France,In which country is the city of Arc-sur-Tille located?,In which country is the city of Arc-sur-Tille located? France.,France. I finished,France,True
47,47,47,The city of Boimorto is in Spain.,1,Boimorto,Spain,Spain,In which country is the city of Boimorto located?,In which country is the city of Boimorto located? Spain.,Portugal. I finished,Portugal,False
48,48,48,The city of Vallelonga is in Italy.,1,Vallelonga,Italy,Italy,In which country is the city of Vallelonga located?,In which country is the city of Vallelonga located? Italy.,Italy. I finished,Italy,True
49,49,49,The city of Warana is in Australia.,1,Warana,Australia,Australia,In which country is the city of Warana located?,In which country is the city of Warana located? Australia.,Australia. I finished,Australia,True
50,50,50,"The city of Al Hasaheisa is in Sudan, The Republic of.",1,Al Hasaheisa,"Sudan, The Republic of","Sudan, The Republic of",In which country is the city of Al Hasaheisa located?,"In which country is the city of Al Hasaheisa located? Sudan, The Republic of.",Sudan. I finished,Sudan,True
51,51,51,The city of Tulillos de Abajo is in Mexico.,1,Tulillos de Abajo,Mexico,Mexico,In which country is the city of Tulillos de Abajo located?,In which country is the city of Tulillos de Abajo located? Mexico.,Spain. I finished,Spain,False
52,52,52,The city of Hoyos del Collado is in Spain.,1,Hoyos del Collado,Spain,Spain,In which country is the city of Hoyos del Collado located?,In which country is the city of Hoyos del Collado located? Spain.,Spain. I finished,Spain,True
53,53,53,The city of Lake Arthur is in United States.,1,Lake Arthur,United States,United States,In which country is the city of Lake Arthur located?,In which country is the city of Lake Arthur located? United States.,United States. I finished,United States,True
54,54,54,The city of Budenovetc is in Russian Federation.,1,Budenovetc,Russian Federation,Russian Federation,In which country is the city of Budenovetc located?,In which country is the city of Budenovetc located? Russian Federation.,Russia. I finished,Russia,True
55,55,55,The city of San Rafael Tlanalapan is in Mexico.,1,San Rafael Tlanalapan,Mexico,Mexico,In which country is the city of San Rafael Tlanalapan located?,In which country is the city of San Rafael Tlanalapan located? Mexico.,Mexico. I finished,Mexico,True
56,56,56,The city of Knaphill is in United Kingdom.,1,Knaphill,United Kingdom,United Kingdom,In which country is the city of Knaphill located?,In which country is the city of Knaphill located? United Kingdom.,England. I finished,England,False
57,57,57,The city of Mansura is in United States.,1,Mansura,United States,United States,In which country is the city of Mansura located?,In which country is the city of Mansura located? United States.,Egypt. I finished,Egypt,False
58,58,58,The city of Haggenschwil is in Switzerland.,1,Haggenschwil,Switzerland,Switzerland,In which country is the city of Haggenschwil located?,In which country is the city of Haggenschwil located? Switzerland.,Switzerland. I finished,Switzerland,True
59,59,59,The city of Ostrov u Macochy is in Czech Republic.,1,Ostrov u Macochy,Czech Republic,Czech Republic,In which country is the city of Ostrov u Macochy located?,In which country is the city of Ostrov u Macochy located? Czech Republic.,Czech Republic. I finished,Czech Republic,True
60,60,60,The city of Dolavon is in Argentina.,1,Dolavon,Argentina,Argentina,In which country is the city of Dolavon located?,In which country is the city of Dolavon located? Argentina.,Australia. I finished,Australia,False
61,61,61,The city of Suaqui Grande is in Mexico.,1,Suaqui Grande,Mexico,Mexico,In which country is the city of Suaqui Grande located?,In which country is the city of Suaqui Grande located? Mexico.,Brazil. I finished,Brazil,False
62,62,62,The city of Gerzen is in Germany.,1,Gerzen,Germany,Germany,In which country is the city of Gerzen located?,In which country is the city of Gerzen located? Germany.,Germany. I finished,Germany,True
63,63,63,The city of Agueda is in Portugal.,1,Agueda,Portugal,Portugal,In which country is the city of Agueda located?,In which country is the city of Agueda located? Portugal.,Portugal. I finished,Portugal,True
64,64,64,The city of Laigneville is in France.,1,Laigneville,France,France,In which country is the city of Laigneville located?,In which country is the city of Laigneville located? France.,France. I finished,France,True
65,65,65,The city of Loanda is in Brazil.,1,Loanda,Brazil,Brazil,In which country is the city of Loanda located?,In which country is the city of Loanda located? Brazil.,Angola. I finished,Angola,False
66,66,66,The city of Al Judayyidah is in West Bank and Gaza Strip.,1,Al Judayyidah,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of Al Judayyidah located?,In which country is the city of Al Judayyidah located? West Bank and Gaza Strip.,Yemen. I finished,Yemen,False
67,67,67,The city of Suket is in India.,1,Suket,India,India,In which country is the city of Suket located?,In which country is the city of Suket located? India.,India. I finished,India,True
68,68,68,The city of Hipstedt is in Germany.,1,Hipstedt,Germany,Germany,In which country is the city of Hipstedt located?,In which country is the city of Hipstedt located? Germany.,Germany. I finished,Germany,True
69,69,69,The city of Surrey Downs is in Australia.,1,Surrey Downs,Australia,Australia,In which country is the city of Surrey Downs located?,In which country is the city of Surrey Downs located? Australia.,Australia. I finished,Australia,True
70,70,70,The city of Santa Maria del Tule is in Mexico.,1,Santa Maria del Tule,Mexico,Mexico,In which country is the city of Santa Maria del Tule located?,In which country is the city of Santa Maria del Tule located? Mexico.,Mexico. I finished,Mexico,True
71,71,71,The city of Tsuyama is in Japan.,1,Tsuyama,Japan,Japan,In which country is the city of Tsuyama located?,In which country is the city of Tsuyama located? Japan.,Japan. I finished,Japan,True
72,72,72,The city of Kyllburg is in Germany.,1,Kyllburg,Germany,Germany,In which country is the city of Kyllburg located?,In which country is the city of Kyllburg located? Germany.,Germany. I finished,Germany,True
73,73,73,The city of Mathangwane is in Botswana.,1,Mathangwane,Botswana,Botswana,In which country is the city of Mathangwane located?,In which country is the city of Mathangwane located? Botswana.,Botswana. I finished,Botswana,True
74,74,74,The city of Achotal de Moreno is in Mexico.,1,Achotal de Moreno,Mexico,Mexico,In which country is the city of Achotal de Moreno located?,In which country is the city of Achotal de Moreno located? Mexico.,Mexico. I finished,Mexico,True
75,75,75,The city of Umm Qasr is in Iraq.,1,Umm Qasr,Iraq,Iraq,In which country is the city of Umm Qasr located?,In which country is the city of Umm Qasr located? Iraq.,Iraq. I finished,Iraq,True
76,76,76,The city of Berriane is in Algeria.,1,Berriane,Algeria,Algeria,In which country is the city of Berriane located?,In which country is the city of Berriane located? Algeria.,Algeria. I finished,Algeria,True
77,77,77,The city of Friockheim is in United Kingdom.,1,Friockheim,United Kingdom,United Kingdom,In which country is the city of Friockheim located?,In which country is the city of Friockheim located? United Kingdom.,Sweden. I finished,Sweden,False
78,78,78,The city of Borowa is in Poland.,1,Borowa,Poland,Poland,In which country is the city of Borowa located?,In which country is the city of Borowa located? Poland.,Poland. I finished,Poland,True
79,79,79,"The city of Hoemul-li is in Korea, Dem. People's Rep. of.",1,Hoemul-li,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",In which country is the city of Hoemul-li located?,"In which country is the city of Hoemul-li located? Korea, Dem. People's Rep. of.",South Korea. I finished,South Korea,False
80,80,80,The city of UEnye is in Turkey.,1,UEnye,Turkey,Turkey,In which country is the city of UEnye located?,In which country is the city of UEnye located? Turkey.,I don't know. I finished,I don't know,False
81,81,81,The city of Murazzano is in Italy.,1,Murazzano,Italy,Italy,In which country is the city of Murazzano located?,In which country is the city of Murazzano located? Italy.,Italy. I finished,Italy,True
82,82,82,The city of Pellworm is in Germany.,1,Pellworm,Germany,Germany,In which country is the city of Pellworm located?,In which country is the city of Pellworm located? Germany.,Germany. I finished,Germany,True
83,83,83,The city of Seleho is in Côte d'Ivoire.,1,Seleho,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Seleho located?,In which country is the city of Seleho located? Côte d'Ivoire.,South Africa. I finished,South Africa,False
84,84,84,The city of Bergasa is in Spain.,1,Bergasa,Spain,Spain,In which country is the city of Bergasa located?,In which country is the city of Bergasa located? Spain.,Spain. I finished,Spain,True
85,85,85,The city of Ngunnawal is in Australia.,1,Ngunnawal,Australia,Australia,In which country is the city of Ngunnawal located?,In which country is the city of Ngunnawal located? Australia.,Australia. I finished,Australia,True
86,86,86,The city of Taktaharkany is in Hungary.,1,Taktaharkany,Hungary,Hungary,In which country is the city of Taktaharkany located?,In which country is the city of Taktaharkany located? Hungary.,Hungary. I finished,Hungary,True
87,87,87,The city of Pyhaeselkae is in Finland.,1,Pyhaeselkae,Finland,Finland,In which country is the city of Pyhaeselkae located?,In which country is the city of Pyhaeselkae located? Finland.,Finland. I finished,Finland,True
88,88,88,The city of Tarsia is in Italy.,1,Tarsia,Italy,Italy,In which country is the city of Tarsia located?,In which country is the city of Tarsia located? Italy.,Italy. I finished,Italy,True
89,89,89,The city of Civens is in France.,1,Civens,France,France,In which country is the city of Civens located?,In which country is the city of Civens located? France.,There is no such city. I finished,There is no such city,False
90,90,90,The city of Vegacervera is in Spain.,1,Vegacervera,Spain,Spain,In which country is the city of Vegacervera located?,In which country is the city of Vegacervera located? Spain.,Spain. I finished,Spain,True
91,91,91,The city of Saint-Maximin-la-Sainte-Baume is in France.,1,Saint-Maximin-la-Sainte-Baume,France,France,In which country is the city of Saint-Maximin-la-Sainte-Baume located?,In which country is the city of Saint-Maximin-la-Sainte-Baume located? France.,France. I finished,France,True
92,92,92,The city of Belomorsk is in Russian Federation.,1,Belomorsk,Russian Federation,Russian Federation,In which country is the city of Belomorsk located?,In which country is the city of Belomorsk located? Russian Federation.,Russia. I finished,Russia,True
93,93,93,The city of Kenzingen is in Germany.,1,Kenzingen,Germany,Germany,In which country is the city of Kenzingen located?,In which country is the city of Kenzingen located? Germany.,Germany. I finished,Germany,True
94,94,94,The city of Al Badhan is in West Bank and Gaza Strip.,1,Al Badhan,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of Al Badhan located?,In which country is the city of Al Badhan located? West Bank and Gaza Strip.,Yemen. I finished,Yemen,False
95,95,95,The city of Ondarroa is in Spain.,1,Ondarroa,Spain,Spain,In which country is the city of Ondarroa located?,In which country is the city of Ondarroa located? Spain.,Spain. I finished,Spain,True
96,96,96,The city of Sedlec is in Czech Republic.,1,Sedlec,Czech Republic,Czech Republic,In which country is the city of Sedlec located?,In which country is the city of Sedlec located? Czech Republic.,Czech Republic. I finished,Czech Republic,True
97,97,97,The city of Zacango is in Mexico.,1,Zacango,Mexico,Mexico,In which country is the city of Zacango located?,In which country is the city of Zacango located? Mexico.,Mexico. I finished,Mexico,True
98,98,98,The city of Borgetto is in Italy.,1,Borgetto,Italy,Italy,In which country is the city of Borgetto located?,In which country is the city of Borgetto located? Italy.,Italy. I finished,Italy,True
99,99,99,The city of Huermeces is in Spain.,1,Huermeces,Spain,Spain,In which country is the city of Huermeces located?,In which country is the city of Huermeces located? Spain.,Mexico. I finished,Mexico,False
100,100,100,The city of Scharbeutz is in Germany.,1,Scharbeutz,Germany,Germany,In which country is the city of Scharbeutz located?,In which country is the city of Scharbeutz located? Germany.,Germany. I finished,Germany,True
101,101,101,The city of West Kingsdown is in United Kingdom.,1,West Kingsdown,United Kingdom,United Kingdom,In which country is the city of West Kingsdown located?,In which country is the city of West Kingsdown located? United Kingdom.,UK. I finished,UK,True
102,102,102,The city of Chiroqchi is in Uzbekistan.,1,Chiroqchi,Uzbekistan,Uzbekistan,In which country is the city of Chiroqchi located?,In which country is the city of Chiroqchi located? Uzbekistan.,Azerbaijan. I finished,Azerbaijan,False
103,103,103,The city of Grand Centre is in Canada.,1,Grand Centre,Canada,Canada,In which country is the city of Grand Centre located?,In which country is the city of Grand Centre located? Canada.,Canada. I finished,Canada,True
104,104,104,The city of Waldoboro is in United States.,1,Waldoboro,United States,United States,In which country is the city of Waldoboro located?,In which country is the city of Waldoboro located? United States.,United States. I finished,United States,True
105,105,105,The city of Yungar is in Peru.,1,Yungar,Peru,Peru,In which country is the city of Yungar located?,In which country is the city of Yungar located? Peru.,I don't know. I finished,I don't know,False
106,106,106,The city of Quang Ngai is in Viet Nam.,1,Quang Ngai,Viet Nam,Viet Nam,In which country is the city of Quang Ngai located?,In which country is the city of Quang Ngai located? Viet Nam.,Vietnam. I finished,Vietnam,True
107,107,107,The city of Zawidow is in Poland.,1,Zawidow,Poland,Poland,In which country is the city of Zawidow located?,In which country is the city of Zawidow located? Poland.,Poland. I finished,Poland,True
108,108,108,The city of Iowa City is in United States.,1,Iowa City,United States,United States,In which country is the city of Iowa City located?,In which country is the city of Iowa City located? United States.,United States. I finished,United States,True
109,109,109,The city of Tanakpur is in India.,1,Tanakpur,India,India,In which country is the city of Tanakpur located?,In which country is the city of Tanakpur located? India.,India. I finished,India,True
110,110,110,The city of Hahnichen is in Germany.,1,Hahnichen,Germany,Germany,In which country is the city of Hahnichen located?,In which country is the city of Hahnichen located? Germany.,Germany. I finished,Germany,True
111,111,111,The city of Petrola is in Spain.,1,Petrola,Spain,Spain,In which country is the city of Petrola located?,In which country is the city of Petrola located? Spain.,There is no such city as Petrola. I finished,There is no such city as Petrola,False
112,112,112,The city of Vellereille-les-Brayeux is in Belgium.,1,Vellereille-les-Brayeux,Belgium,Belgium,In which country is the city of Vellereille-les-Brayeux located?,In which country is the city of Vellereille-les-Brayeux located? Belgium.,Belgium. I finished,Belgium,True
113,113,113,The city of Bad Elster is in Germany.,1,Bad Elster,Germany,Germany,In which country is the city of Bad Elster located?,In which country is the city of Bad Elster located? Germany.,Germany. I finished,Germany,True
114,114,114,The city of Inioe is in Finland.,1,Inioe,Finland,Finland,In which country is the city of Inioe located?,In which country is the city of Inioe located? Finland.,There is no such city. I finished,There is no such city,False
115,115,115,The city of Churubusco is in United States.,1,Churubusco,United States,United States,In which country is the city of Churubusco located?,In which country is the city of Churubusco located? United States.,Mexico. I finished,Mexico,False
116,116,116,The city of Ribeirao Bonito is in Brazil.,1,Ribeirao Bonito,Brazil,Brazil,In which country is the city of Ribeirao Bonito located?,In which country is the city of Ribeirao Bonito located? Brazil.,Brazil. I finished,Brazil,True
117,117,117,The city of Grafrath is in Germany.,1,Grafrath,Germany,Germany,In which country is the city of Grafrath located?,In which country is the city of Grafrath located? Germany.,Germany. I finished,Germany,True
118,118,118,The city of Frostburg is in United States.,1,Frostburg,United States,United States,In which country is the city of Frostburg located?,In which country is the city of Frostburg located? United States.,United States. I finished,United States,True
119,119,119,The city of Yavatmal is in India.,1,Yavatmal,India,India,In which country is the city of Yavatmal located?,In which country is the city of Yavatmal located? India.,India. I finished,India,True
120,120,120,The city of Escanaba is in United States.,1,Escanaba,United States,United States,In which country is the city of Escanaba located?,In which country is the city of Escanaba located? United States.,United States. I finished,United States,True
121,121,121,The city of Oketo is in Japan.,1,Oketo,Japan,Japan,In which country is the city of Oketo located?,In which country is the city of Oketo located? Japan.,United States. I finished,United States,False
122,122,122,The city of Bagni di Lucca is in Italy.,1,Bagni di Lucca,Italy,Italy,In which country is the city of Bagni di Lucca located?,In which country is the city of Bagni di Lucca located? Italy.,Italy. I finished,Italy,True
123,123,123,The city of Stansstad is in Switzerland.,1,Stansstad,Switzerland,Switzerland,In which country is the city of Stansstad located?,In which country is the city of Stansstad located? Switzerland.,Switzerland. I finished,Switzerland,True
124,124,124,The city of Perdoes is in Brazil.,1,Perdoes,Brazil,Brazil,In which country is the city of Perdoes located?,In which country is the city of Perdoes located? Brazil.,France. I finished,France,False
125,125,125,The city of Konokovo is in Russian Federation.,1,Konokovo,Russian Federation,Russian Federation,In which country is the city of Konokovo located?,In which country is the city of Konokovo located? Russian Federation.,Russia. I finished,Russia,True
126,126,126,The city of Merlara is in Italy.,1,Merlara,Italy,Italy,In which country is the city of Merlara located?,In which country is the city of Merlara located? Italy.,Italy. I finished,Italy,True
127,127,127,The city of Ures is in Mexico.,1,Ures,Mexico,Mexico,In which country is the city of Ures located?,In which country is the city of Ures located? Mexico.,Mexico. I finished,Mexico,True
128,128,128,The city of Azun Atme is in West Bank and Gaza Strip.,1,Azun Atme,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of Azun Atme located?,In which country is the city of Azun Atme located? West Bank and Gaza Strip.,"None, Azun Atme is not a real city. I finished","None, Azun Atme is not a real city",False
129,129,129,The city of Zons is in Germany.,1,Zons,Germany,Germany,In which country is the city of Zons located?,In which country is the city of Zons located? Germany.,Netherlands. I finished,Netherlands,False
130,130,130,The city of Darling Heights is in Australia.,1,Darling Heights,Australia,Australia,In which country is the city of Darling Heights located?,In which country is the city of Darling Heights located? Australia.,Australia. I finished,Australia,True
131,131,131,The city of Koper is in Slovenia.,1,Koper,Slovenia,Slovenia,In which country is the city of Koper located?,In which country is the city of Koper located? Slovenia.,Slovenia. I finished,Slovenia,True
132,132,132,The city of Quamila is in Mexico.,1,Quamila,Mexico,Mexico,In which country is the city of Quamila located?,In which country is the city of Quamila located? Mexico.,Brazil. I finished,Brazil,False
133,133,133,The city of Messimy is in France.,1,Messimy,France,France,In which country is the city of Messimy located?,In which country is the city of Messimy located? France.,France. I finished,France,True
134,134,134,The city of Munnar is in India.,1,Munnar,India,India,In which country is the city of Munnar located?,In which country is the city of Munnar located? India.,India. I finished,India,True
135,135,135,The city of Maella is in Spain.,1,Maella,Spain,Spain,In which country is the city of Maella located?,In which country is the city of Maella located? Spain.,Spain. I finished,Spain,True
136,136,136,The city of Pino d'Asti is in Italy.,1,Pino d'Asti,Italy,Italy,In which country is the city of Pino d'Asti located?,In which country is the city of Pino d'Asti located? Italy.,Italy. I finished,Italy,True
137,137,137,The city of Woodberry is in Australia.,1,Woodberry,Australia,Australia,In which country is the city of Woodberry located?,In which country is the city of Woodberry located? Australia.,Australia. I finished,Australia,True
138,138,138,The city of Ziesar is in Germany.,1,Ziesar,Germany,Germany,In which country is the city of Ziesar located?,In which country is the city of Ziesar located? Germany.,Germany. I finished,Germany,True
139,139,139,The city of Sterlibashevo is in Russian Federation.,1,Sterlibashevo,Russian Federation,Russian Federation,In which country is the city of Sterlibashevo located?,In which country is the city of Sterlibashevo located? Russian Federation.,Russia. I finished,Russia,True
140,140,140,The city of Bitkine is in Chad.,1,Bitkine,Chad,Chad,In which country is the city of Bitkine located?,In which country is the city of Bitkine located? Chad.,Cameroon. I finished,Cameroon,False
141,141,141,The city of Coonamble is in Australia.,1,Coonamble,Australia,Australia,In which country is the city of Coonamble located?,In which country is the city of Coonamble located? Australia.,Australia. I finished,Australia,True
142,142,142,The city of South Norwood is in United Kingdom.,1,South Norwood,United Kingdom,United Kingdom,In which country is the city of South Norwood located?,In which country is the city of South Norwood located? United Kingdom.,UK. I finished,UK,True
143,143,143,The city of Cserszegtomaj is in Hungary.,1,Cserszegtomaj,Hungary,Hungary,In which country is the city of Cserszegtomaj located?,In which country is the city of Cserszegtomaj located? Hungary.,Hungary. I finished,Hungary,True
144,144,144,The city of Estrella de Belen is in Mexico.,1,Estrella de Belen,Mexico,Mexico,In which country is the city of Estrella de Belen located?,In which country is the city of Estrella de Belen located? Mexico.,Philippines. I finished,Philippines,False
145,145,145,The city of Huttlingen is in Germany.,1,Huttlingen,Germany,Germany,In which country is the city of Huttlingen located?,In which country is the city of Huttlingen located? Germany.,Germany. I finished,Germany,True
146,146,146,The city of Banjul is in Gambia.,1,Banjul,Gambia,Gambia,In which country is the city of Banjul located?,In which country is the city of Banjul located? Gambia.,Gambia. I finished,Gambia,True
