prompt
"The city known as Paranaque City is geographically located within the national boundaries of the country identified as the Philippines, a nation situated in the southeastern region of Asia, comprising a group of islands in the Pacific Ocean."
"The city known as Rahim Yar Khan is geographically located within the national boundaries of the country identified as Pakistan, a nation situated in South Asia."
"The city known as Balikpapan is geographically located within the national boundaries of the country identified as Indonesia, a nation comprising a vast archipelago situated in Southeast Asia."
"The city known as Guarulhos is geographically located within the national boundaries of the country identified as Brazil, a large and populous nation situated in the continent of South America."
"The city known as Volgograd is geographically located within the national boundaries of the country identified as Russia, a federal semi-presidential republic that spans across much of northern Eurasia."
"The city known as Ulyanovsk is geographically located within the national boundaries of the country identified as Russia, a nation situated in Eastern Europe and Northern Asia."
"The city known as Kota Bharu is geographically located within the national boundaries of the country identified as Malaysia, a nation situated in the southeastern region of Asia."
"The city known as Sarajevo is geographically located within the national boundaries of the country identified as Bosnia and Herzegovina, a sovereign state situated in the southeastern region of Europe."
"The city known as Maceio is geographically located within the national boundaries of the country identified as Brazil, a large and diverse nation situated in the continent of South America."
"The city known as Joao Pessoa is geographically located within the national boundaries of the country identified as Brazil, a large and populous nation situated in the continent of South America."
"The city known as Shangqiu is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Zhangye is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Xuanzhou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Wuhan is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Nanchang is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Luancheng is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Liuzhou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Guangyuan is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Bijie is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Zhoushan is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Hegang is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as E'zhou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Campos dos Goytacazes is geographically located within the national boundaries of the country identified as Brazil, a large and diverse nation situated in the continent of South America."
"The city known as Bucharest is geographically located within the national boundaries of the country identified as Romania, a sovereign state situated in Southeastern Europe."
"The city known as Ansan-si is geographically located within the national boundaries of the country identified as South Korea, a nation situated on the Korean Peninsula in East Asia."
"The city known as Casablanca is geographically located within the national boundaries of the country identified as Morocco, a nation situated in the northern part of the African continent."
"The city known as Coyoacan is geographically located within the national boundaries of the country identified as Mexico, a nation situated in the North American continent."
"The city known as Oyo is geographically located within the national boundaries of the country identified as Nigeria, a federal republic situated in the western part of the African continent."
"The city known as Pasig City is geographically located within the national boundaries of the country identified as the Philippines, an archipelago situated in Southeast Asia."
"The city known as Kano is geographically located within the national boundaries of the country identified as Nigeria, a federal republic situated in the western part of Africa."
"The city known as Bahawalpur is geographically located within the national boundaries of the country identified as Pakistan, a nation situated in the southern part of the Asian continent."
"The city known as New Kingston is geographically located within the national boundaries of the island nation identified as Jamaica, a country situated in the Caribbean Sea."
"The city known as Pyongyang is geographically located within the national boundaries of the country identified as North Korea, a nation situated on the Korean Peninsula in East Asia."
"The city known as Shymkent is geographically located within the national boundaries of the country identified as Kazakhstan, a nation situated in Central Asia."
"The city known as Tlalpan is geographically located within the national boundaries of the country identified as Mexico, a nation situated in the North American continent."
"The city known as Kemerovo is geographically located within the national boundaries of the country identified as Russia, a vast and populous nation situated in Eastern Europe and Northern Asia."
"The city known as Zaporizhzhya is geographically located within the national boundaries of the country identified as Ukraine, a nation situated in Eastern Europe."
"The city known as Iztapalapa is geographically located within the national boundaries of the country identified as Mexico, a nation situated in the North American continent."
"The city known as Aguascalientes is geographically located within the national boundaries of the country identified as Mexico, a nation situated in the North American continent."
"The city known as Kuala Lumpur is geographically located within the national boundaries of the country identified as Malaysia, a nation situated in the southeastern region of Asia."
"The city known as Warri is geographically located within the national boundaries of the country identified as Nigeria, a federal republic situated in the western part of Africa."
"The city known as Peshawar is geographically located within the national boundaries of the country identified as Pakistan, a nation situated in South Asia."
"The city known as Kagoshima is geographically located within the national boundaries of the country identified as Japan, an island nation situated in East Asia."
"The city known as Hamamatsu is geographically located within the national boundaries of the country identified as Japan, an island nation situated in East Asia."
"The city known as Cheongju-si is geographically located within the national boundaries of the country identified as South Korea, a nation situated on the Korean Peninsula in East Asia."
"The city known as Ghaziabad is geographically located within the national boundaries of the country identified as India, a nation situated in the continent of Asia."
"The city known as Cochin is geographically located within the national boundaries of the country identified as India, a nation situated in South Asia and comprising a diverse range of cultures, landscapes, and urban centers."
"The city known as Ahmedabad is geographically located within the national boundaries of the country identified as India, a nation situated in the continent of Asia."
"The city known as Sulaymaniyah is geographically located within the national boundaries of the country identified as Iraq, a nation situated in the Middle Eastern region of the Asian continent."
"The city known as Hamadan is geographically located within the national boundaries of the country identified as Iran, a nation situated in the Middle Eastern region of the Asian continent."
"The city known as Omsk is geographically located within the national boundaries of the country identified as Russia, a vast and populous nation situated in Eastern Europe and Northern Asia."
"The city known as Ta'if is geographically located within the national boundaries of the country identified as Saudi Arabia, a nation situated in the Middle East region."
"The city known as Stockholm is geographically located within the national boundaries of the country identified as Sweden, a Nordic nation situated in Northern Europe."
"The city known as Siliguri is geographically located within the national boundaries of the country identified as India, a nation situated in the continent of Asia."
"The city known as Baghdad is geographically located within the national boundaries of the country identified as Iraq, a nation situated in the Middle Eastern region of the Asian continent."
"The city known as Al Basrah al Qadimah is geographically located within the national boundaries of the country identified as Iraq, a nation situated in the Middle Eastern region of the Asian continent."
"The city known as Krakow is geographically located within the national boundaries of the country identified as Poland, a nation situated in the central part of the European continent."
"The city known as Tolyatti is geographically located within the national boundaries of the country identified as Russia, a nation that encompasses a vast territory in Eastern Europe and Northern Asia."
"The city known as Bandar Lampung is geographically located within the national boundaries of the country identified as Indonesia, a nation comprising a vast archipelago situated in Southeast Asia."
"The city known as Tucson is geographically located within the national boundaries of the country identified as the United States of America, a federal republic consisting of fifty states and a federal district, situated primarily in North America."
"The city known as Can Tho is geographically located within the national boundaries of the country identified as Vietnam, a nation situated in Southeast Asia."
"The city known as Bouake is geographically located within the national boundaries of the country identified as Côte d'Ivoire, a nation situated in the western part of Africa."
"The city known as Abobo is geographically located within the national boundaries of the country identified as Côte d'Ivoire, a nation situated in the western part of Africa."
"The city known as Shihezi is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Yunfu is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Xiangtan is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Qionghai is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Chuzhou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Taiz is geographically located within the national boundaries of the country identified as Yemen, a nation situated on the Arabian Peninsula in the Middle East region."
"The city known as Tembisa is geographically located within the national boundaries of the country identified as South Africa, a nation situated at the southern tip of the African continent."
"The city known as Puente Alto is geographically located within the national boundaries of the country identified as Chile, a nation situated in the southern portion of South America."
"The city known as Zhumadian is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Zhengzhou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Ya'an is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Xianyang is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Weihai is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Pingdingshan is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Bengbu is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Zhangjiakou is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Mississauga is geographically located within the national boundaries of the country identified as Canada, a nation situated in the northern part of the continent of North America."
"The city known as Yerevan is geographically located within the national boundaries of the country identified as Armenia, a nation situated in the South Caucasus region of Eurasia."
"The city known as Albuquerque is geographically located within the national boundaries of the country identified as the United States of America, a federal republic consisting of fifty states and a federal district, situated primarily in North America."
"The city known as New South Memphis is geographically located within the national boundaries of the country identified as the United States, a federal republic consisting of fifty states and a federal district, situated primarily in North America."
"The city known as Calgary is geographically located within the national boundaries of the country identified as Canada, a nation situated in the northern part of the North American continent."
"The city known as Kisangani is geographically located within the national boundaries of the country identified as the Democratic Republic of the Congo, a nation situated in the central region of the African continent."
"The city known as Bobo-Dioulasso is geographically located within the national boundaries of the country identified as Burkina Faso, a landlocked nation situated in the western part of the African continent."
"The city known as Sao Jose dos Campos is geographically located within the national boundaries of the country identified as Brazil, a large and populous nation situated in the continent of South America."
"The city known as Florianopolis is geographically located within the national boundaries of the country identified as Brazil, a large and diverse nation situated in the continent of South America."
"The city known as Cuiaba is geographically located within the national boundaries of the country identified as Brazil, a large and diverse nation situated in the continent of South America."
"The city known as Chattogram is geographically located within the national boundaries of the country identified as Bangladesh, a nation situated in the southern region of Asia."
"The city known as Nanjing is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Kaifeng is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Heze is geographically located within the national boundaries of the country identified as China, a vast and populous nation situated in East Asia."
"The city known as Sendai is geographically located within the national boundaries of the country identified as Japan, an island nation situated in East Asia."
"The city known as Jeonju is geographically located within the national boundaries of the country identified as South Korea, a nation situated on the Korean Peninsula in East Asia."
"The city known as Almaty is geographically located within the national boundaries of the country identified as Kazakhstan, a nation situated in Central Asia."
"The city known as Pimpri is geographically located within the national boundaries of the country identified as India, a nation situated in the continent of Asia."
"The city known as Navi Mumbai is geographically located within the national boundaries of the country identified as India, a nation situated in the continent of Asia."
"The city known as Novosibirsk is geographically located within the national boundaries of the country identified as Russia, a vast and populous nation situated in Eastern Europe and Northern Asia."
"The city known as Goeteborg is geographically located within the national boundaries of the country identified as Sweden, a Nordic nation situated in Northern Europe."
"The city known as Bursa is geographically located within the national boundaries of the country identified as Turkey, a nation situated in both the European and Asian continents, bordered by various countries and bodies of water."
"The city known as Dar es Salaam is geographically located within the national boundaries of the country identified as Tanzania, a nation situated in the eastern part of the African continent."
"The city known as Mbuji-Mayi is geographically located within the national boundaries of the country identified as the Democratic Republic of the Congo, a nation situated in the central region of the African continent."
"The city known as Goiania is geographically located within the national boundaries of the country identified as Brazil, a large and populous nation situated in the continent of South America."
"The city known as Yaroslavl is geographically located within the national boundaries of the country identified as Russia, a nation situated in Eastern Europe and Northern Asia."
