model_id_train,dataset_id_train,prompt_id_train,subset_id_train,input_type_train,model_id_test,dataset_id_test,prompt_id_test,subset_id_test,input_type_test,layer,n_samples,fold,classifier_cut,optimal_train_set_cut,test_roc_auc,train_accuracy_score,test_accuracy_score,train_f1_score,test_f1_score,train_precision_score,test_precision_score,train_recall_score,test_recall_score
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.8777209471017784,0.7305419921875,0.8652844551282052,0.8348520895991381,0.9153076002770606,0.9808381970325575,0.9244467056728568,0.7266925421344655,0.9063474248659433
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.8784450543191471,0.7275146484375,0.8652844551282052,0.832525546569032,0.9152114984555254,0.9800741918388978,0.9254207037225906,0.7235901716312797,0.9052250904102755
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.8773652714751574,0.727587890625,0.8684895833333334,0.8319375828413061,0.9177472906095345,0.9790137899252012,0.922079556898288,0.7232799937144803,0.9134555430851727
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.8774911493599648,0.7310546875,0.8708934294871795,0.8344205621524124,0.919753470709083,0.9795666290231507,0.9183242168075584,0.7267371838508666,0.9211871804464397
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.8778558049314812,0.7298583984375,0.8689903846153846,0.8333810176331521,0.9182397799724966,0.9788468340997524,0.9205414212307307,0.7255565169511523,0.9159496196533233
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.8772841346585574,0.72958984375,0.8678886217948718,0.8332429990966577,0.9173714214120153,0.9789507199207557,0.9217019133937563,0.7252902786150499,0.9130814315999501
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.8763320701121098,0.7305419921875,0.8705929487179487,0.8342270085161988,0.9195817253827959,0.9793349084882039,0.917981856592519,0.7265710847156088,0.9211871804464397
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.8760106959711145,0.728955078125,0.8694911858974359,0.8326903369702815,0.9187402556906766,0.9784664423587746,0.9189121756487026,0.7247186590068466,0.9185684000498815
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.8766495730401112,0.7309814453125,0.8694911858974359,0.8338635506973238,0.9186387761473619,0.9780017683465959,0.919959979989995,0.726754270696452,0.9173213617658063
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.8773664772628111,0.7312744140625,0.8695913461538461,0.8342444093065281,0.9187772925764193,0.9785903550609433,0.9192360504306578,0.7270078740157481,0.9183189923930665
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.5017452449137059,0.7305419921875,0.6367151956323931,0.8348520895991381,0.0,0.9808381970325575,0.0,0.7266925421344655,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.5014287742088763,0.7275146484375,0.6367151956323931,0.832525546569032,0.0,0.9800741918388978,0.0,0.7235901716312797,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.5011841155363878,0.727587890625,0.6367151956323931,0.8319375828413061,0.0,0.9790137899252012,0.0,0.7232799937144803,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.5007314312764444,0.7310546875,0.6367151956323931,0.8344205621524124,0.0,0.9795666290231507,0.0,0.7267371838508666,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.5011025160385798,0.7298583984375,0.6367151956323931,0.8333810176331521,0.0,0.9788468340997524,0.0,0.7255565169511523,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.5012730136870154,0.72958984375,0.6367151956323931,0.8332429990966577,0.0,0.9789507199207557,0.0,0.7252902786150499,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.5002467280223302,0.7305419921875,0.6367151956323931,0.8342270085161988,0.0,0.9793349084882039,0.0,0.7265710847156088,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.500101146464555,0.728955078125,0.6367151956323931,0.8326903369702815,0.0,0.9784664423587746,0.0,0.7247186590068466,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.5003095915148155,0.7309814453125,0.6367151956323931,0.8338635506973238,0.0,0.9780017683465959,0.0,0.726754270696452,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.5011263974543194,0.7312744140625,0.6367151956323931,0.8342444093065281,0.0,0.9785903550609433,0.0,0.7270078740157481,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.8289071907957395,0.7305419921875,0.1805357142857143,0.8348520895991381,0.007783783783783783,0.9808381970325575,1.0,0.7266925421344655,0.003907097894508357
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.8289920041549803,0.7275146484375,0.18303571428571427,0.832525546569032,0.01379607674067687,0.9800741918388978,1.0,0.7235901716312797,0.006945951812459301
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.8276367391361846,0.727587890625,0.18767857142857142,0.8319375828413061,0.024866023579849947,0.9790137899252012,1.0,0.7232799937144803,0.012589537660082483
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.8274717028314764,0.7310546875,0.19017857142857142,0.8344205621524124,0.030775806796324003,0.9795666290231507,1.0,0.7267371838508666,0.01562839157803343
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.8277178364461804,0.7298583984375,0.19267857142857142,0.8333810176331521,0.036650330279139144,0.9788468340997524,1.0,0.7255565169511523,0.01866724549598437
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.8277834137857996,0.72958984375,0.18303571428571427,0.8332429990966577,0.01379607674067687,0.9789507199207557,1.0,0.7252902786150499,0.006945951812459301
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.8256250449478014,0.7305419921875,0.18125,0.8342270085161988,0.009505292719809894,0.9793349084882039,1.0,0.7265710847156088,0.00477534187106577
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.8248700311776533,0.728955078125,0.18303571428571427,0.8326903369702815,0.01379607674067687,0.9784664423587746,1.0,0.7247186590068466,0.006945951812459301
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.825421427308284,0.7309814453125,0.1875,0.8338635506973238,0.02444253859348199,0.9780017683465959,1.0,0.726754270696452,0.01237247666594313
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.8275024148855314,0.7312744140625,0.18946428571428572,0.8342444093065281,0.02909090909090909,0.9785903550609433,1.0,0.7270078740157481,0.014760147601476014
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.7660536409056932,0.7305419921875,0.24262002896290522,0.8348520895991381,0.17836858006042297,0.9808381970325575,0.9534883720930233,0.7266925421344655,0.09838688174910012
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.7650064453917437,0.7275146484375,0.23938955107496937,0.832525546569032,0.17196216347319912,0.9800741918388978,0.9516778523489933,0.7235901716312797,0.09452073056925743
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.7634998712005518,0.727587890625,0.2456277152723627,0.8319375828413061,0.18448940269749517,0.9790137899252012,0.9539227895392279,0.7232799937144803,0.1021197173710172
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.7631233179749475,0.7310546875,0.25910660577030187,0.8344205621524124,0.21056379821958457,0.9795666290231507,0.95995670995671,0.7267371838508666,0.118250899880016
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.7638440890808056,0.7298583984375,0.2534254205191044,0.8333810176331521,0.19966563171721996,0.9788468340997524,0.9576174112256587,0.7255565169511523,0.11145180642580989
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.7608909146350497,0.72958984375,0.24473654895844937,0.8332429990966577,0.18273866923818707,0.9789507199207557,0.9534591194968554,0.7252902786150499,0.10105319290761232
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.7572404076927051,0.7305419921875,0.24507073632616688,0.8342270085161988,0.18339558983010001,0.9793349084882039,0.9536340852130326,0.7265710847156088,0.10145313958138914
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.7583679447979655,0.728955078125,0.24284282054138354,0.8326903369702815,0.17900712646454886,0.9784664423587746,0.9524421593830334,0.7247186590068466,0.09878682842287695
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.7595064108886657,0.7309814453125,0.24607329842931938,0.8338635506973238,0.18536350505536833,0.9780017683465959,0.9541511771995044,0.726754270696452,0.10265297960271964
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.7622399217593028,0.7312744140625,0.2520886710482344,0.8342444093065281,0.19708203779000238,0.9785903550609433,0.9570267131242741,0.7270078740157481,0.10985201973070258
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.690044070286179,0.7305419921875,0.7978398828411033,0.8348520895991381,0.8862567377347478,0.9808381970325575,0.983765243902439,0.7266925421344655,0.8063347285562567
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.6905125333126074,0.7275146484375,0.8299365389309251,0.832525546569032,0.9061141990904498,0.9800741918388978,0.9832577862260564,0.7235901716312797,0.8401949147248079
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.6908163702002421,0.727587890625,0.8627654381254577,0.8319375828413061,0.9256750057834033,0.9790137899252012,0.9826690990738142,0.7232799937144803,0.8749297182482664
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.6906282963145881,0.7310546875,0.8662435928728338,0.8344205621524124,0.9276997163401279,0.9795666290231507,0.9826706729089512,0.7267371838508666,0.8785531330043106
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.6903336417613881,0.7298583984375,0.8749084696119112,0.8333810176331521,0.9327295399356829,0.9788468340997524,0.982373678025852,0.7255565169511523,0.8878615605672519
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.6907091336516652,0.72958984375,0.8332316329021235,0.8332429990966577,0.9081313657601936,0.9789507199207557,0.9829719109299956,0.7252902786150499,0.8438808021490598
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.6910267440409519,0.7305419921875,0.8006468147424946,0.8342270085161988,0.8880282414230387,0.9793349084882039,0.9836750189825361,0.7265710847156088,0.8093334166302243
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.6905510663231818,0.728955078125,0.8268855259946302,0.8326903369702815,0.9042815209689935,0.9784664423587746,0.9830545774647887,0.7247186590068466,0.8371962266508403
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.6905927147686535,0.7309814453125,0.8511105687088113,0.8338635506973238,0.9188290086493679,0.9780017683465959,0.9827083185085035,0.726754270696452,0.8627475479477729
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.69025214854328,0.7312744140625,0.8678301195997071,0.8342444093065281,0.9286232122849799,0.9785903550609433,0.9826347722993235,0.7270078740157481,0.8802398950459174
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,0,0.0,-0.16245818138122559,0.8286485560198473,0.7305419921875,0.7235677928466505,0.8348520895991381,0.829282700421941,0.9808381970325575,0.9806161905949856,0.7266925421344655,0.718413597733711
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,1,0.0,-0.19758208096027374,0.8296212072366733,0.7275146484375,0.7249854815017251,0.832525546569032,0.830313952385469,0.9800741918388978,0.9806083839490192,0.7235901716312797,0.7199671022571507
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,2,0.0,0.028126537799835205,0.8289283261382939,0.727587890625,0.7294947562600348,0.8319375828413061,0.833625734065911,0.9790137899252012,0.9802836388792805,0.7232799937144803,0.7251393584940145
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,3,0.0,0.09645217657089233,0.8276092677671271,0.7310546875,0.7342431592252247,0.8344205621524124,0.8371416309911344,0.9795666290231507,0.9795943363872421,0.7267371838508666,0.7308599104450334
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,4,0.0,0.18497228622436523,0.8282578482129211,0.7298583984375,0.733918628087316,0.8333810176331521,0.836882997214718,0.9788468340997524,0.9797729668767009,0.7255565169511523,0.7303664443022937
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,5,0.0,-0.15864455699920654,0.827944809668801,0.72958984375,0.7271034741912342,0.8332429990966577,0.8319077528432703,0.9789507199207557,0.9802152030544949,0.7252902786150499,0.7225806451612903
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,6,0.0,-0.30837124586105347,0.8267037068020037,0.7305419921875,0.7235848734328563,0.8342270085161988,0.8293454533950585,0.9793349084882039,0.9802811985840355,0.7265710847156088,0.7186877455907886
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,7,0.0,-0.12769891321659088,0.8268775269912079,0.728955078125,0.7281624705359888,0.8326903369702815,0.832718443540504,0.9784664423587746,0.9799129230160301,0.7247186590068466,0.7239696609704834
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,8,0.0,0.15346765518188477,0.826933143726922,0.7309814453125,0.7330816793632358,0.8338635506973238,0.8363236449332286,0.9780017683465959,0.9794896957801766,0.726754270696452,0.7296719363976971
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,40960,9,0.0,-0.35737159848213196,0.8276045423959892,0.7312744140625,0.7373689065008711,0.8342444093065281,0.8394386199406875,0.9785903550609433,0.9791712343784258,0.7270078740157481,0.7346065978250936
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,birth_years_4k,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.7825419620536902,0.7293366295838484,0.8724604966139955,0.8331301122796322,0.9295599052487221,0.9789857019193456,0.9700754618787406,0.7251000420065884,0.8922929631402585
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,cities_10k,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.877296414653874,0.7293366295838484,0.8687900641025641,0.8331301122796322,0.9180737961225766,0.9789857019193456,0.9208380378873416,0.7251000420065884,0.9153261005112857
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,gsm8k,base_3_shot,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.5010963639174292,0.7293366295838484,0.6367151956323931,0.8331301122796322,0.0,0.9789857019193456,0.0,0.7251000420065884,0.0
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,math_operations_6k,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.8273029504775233,0.7293366295838484,0.18767857142857142,0.8331301122796322,0.024866023579849947,0.9789857019193456,1.0,0.7251000420065884,0.012589537660082483
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,medals_9k,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.7625429978803187,0.7293366295838484,0.24852400579258105,0.8331301122796322,0.19015606242497,0.9789857019193456,0.9553679131483716,0.7251000420065884,0.10558592187708306
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,notable_people,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.6904887576252319,0.7293366295838484,0.8525140346595069,0.8331301122796322,0.9196556194528471,0.9789857019193456,0.9827365728900256,0.7251000420065884,0.864184419316549
llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,llama3.3_70b,trivia_qa_2_60k,base,main,prompt_only,76,48540,0,0.0,0.11618232727050781,0.8280558618539059,0.7293366295838484,0.7315956683633382,0.8331301122796322,0.8351931870621303,0.9789857019193456,0.9799178008023035,0.7251000420065884,0.7277163483505438
