model_id,train_dataset_ids,test_dataset_id,prompt_id,subset_id,input_type,layer,fold,direction_optimal_cut,direction_optimal_train_set_cut,direction_test_roc_auc,direction_accuracy_score,direction_f1_score,direction_precision_score,direction_recall_score,logistic_regression_optimal_cut,logistic_regression_optimal_train_set_cut,logistic_regression_test_roc_auc,logistic_regression_accuracy_score,logistic_regression_f1_score,logistic_regression_precision_score,logistic_regression_recall_score
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",birth_years_4k,base,main,prompt_answer,0,2,-0.09079685062170029,-0.09079685062170029,0.5592364895701898,0.5414507772020726,0.5150684931506849,0.5465116279069767,0.48704663212435234,0.5,0.5059766008993758,0.5426722865043356,0.5181347150259067,0.5053191489361702,0.5191256830601093,0.49222797927461137
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",cities_10k,base,main,prompt_answer,0,2,-0.09079685062170029,-0.09079685062170029,0.651062976188755,0.6188212927756654,0.6879377431906615,0.5823451910408433,0.8403041825095057,0.5,0.5059766008993758,0.6634240049733262,0.6226235741444867,0.6413730803974707,0.6110154905335629,0.6749049429657795
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",football_leagues_1k,base,main,prompt_answer,0,3,-0.08566160500049591,-0.08566160500049591,0.49770431588613406,0.5303030303030303,0.6265060240963856,0.52,0.7878787878787878,0.5,0.5223858715018335,0.4453627180899908,0.45454545454545453,0.4,0.4444444444444444,0.36363636363636365
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",medals_9k,base,main,prompt_answer,0,3,-0.08566160500049591,-0.08566160500049591,0.5533873456790123,0.54375,0.6536636794939378,0.5267629566694987,0.8611111111111112,0.5,0.5223858715018335,0.7699488811728394,0.7111111111111111,0.7086834733893558,0.7146892655367232,0.7027777777777777
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",birth_years_4k,base,main,prompt_answer,0,3,-0.08566160500049591,-0.08566160500049591,0.5096781121640849,0.5129533678756477,0.5,0.5136612021857924,0.48704663212435234,0.5,0.5223858715018335,0.586109694219979,0.5569948186528497,0.5819070904645477,0.5509259259259259,0.616580310880829
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",cities_10k,base,main,prompt_answer,0,3,-0.08566160500049591,-0.08566160500049591,0.680625850340136,0.6361904761904762,0.7024922118380063,0.5942028985507246,0.8590476190476191,0.5,0.5223858715018335,0.6523918367346939,0.6076190476190476,0.6288288288288288,0.5965811965811966,0.6647619047619048
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",football_leagues_1k,base,main,prompt_answer,0,4,-0.06150684505701065,-0.06150684505701065,0.46831955922865015,0.4696969696969697,0.5454545454545454,0.4772727272727273,0.6363636363636364,0.5,0.49428875782473847,0.4954086317722682,0.5454545454545454,0.5161290322580645,0.5517241379310345,0.48484848484848486
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",medals_9k,base,main,prompt_answer,0,4,-0.06150684505701065,-0.06150684505701065,0.556904899691358,0.54375,0.6415711947626841,0.5283018867924528,0.8166666666666667,0.5,0.49428875782473847,0.7372916666666667,0.6826388888888889,0.6801959412176347,0.685472496473907,0.675
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",birth_years_4k,base,main,prompt_answer,0,4,-0.06150684505701065,-0.06150684505701065,0.6042309860667401,0.572538860103627,0.5429362880886427,0.5833333333333334,0.5077720207253886,0.5,0.49428875782473847,0.598029477301404,0.5621761658031088,0.5699745547073791,0.56,0.5803108808290155
llama3.1_8b_chat,"['medals_9k', 'birth_years_4k', 'cities_10k']",cities_10k,base,main,prompt_answer,0,4,-0.06150684505701065,-0.06150684505701065,0.6689469387755101,0.6123809523809524,0.6817826426896012,0.5782493368700266,0.8304761904761905,0.5,0.49428875782473847,0.6461188208616779,0.6095238095238096,0.6306306306306306,0.5982905982905983,0.6666666666666666
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,1,0,-0.0803213119506836,-0.0803213119506836,0.6651537414965987,0.6104761904761905,0.6704270749395649,0.5810055865921788,0.7923809523809524,0.5,0.49794487069361243,0.6708517006802721,0.6333333333333333,0.6528403967538323,0.6198630136986302,0.6895238095238095
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,1,0,-0.0803213119506836,-0.0803213119506836,0.6868686868686869,0.5909090909090909,0.6197183098591549,0.5789473684210527,0.6666666666666666,0.5,0.49794487069361243,0.49173553719008267,0.5454545454545454,0.53125,0.5483870967741935,0.5151515151515151
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,1,0,-0.0803213119506836,-0.0803213119506836,0.5609009637842627,0.5544041450777202,0.6244541484716157,0.539622641509434,0.7409326424870466,0.5,0.49794487069361243,0.6974415420548202,0.6373056994818653,0.6568627450980392,0.6232558139534884,0.694300518134715
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,1,0,-0.0803213119506836,-0.0803213119506836,0.607217399691358,0.5791666666666667,0.6699346405228758,0.5510752688172043,0.8541666666666666,0.5,0.49794487069361243,0.7379552469135803,0.6958333333333333,0.690677966101695,0.7025862068965517,0.6791666666666667
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,1,1,-0.08341830968856812,-0.08341830968856812,0.6470585034013605,0.6133333333333333,0.6867283950617284,0.5771725032425421,0.8476190476190476,0.5,0.5154651280795987,0.6638458049886622,0.6180952380952381,0.6241799437675727,0.6143911439114391,0.6342857142857142
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,1,1,-0.08341830968856812,-0.08341830968856812,0.519742883379247,0.48484848484848486,0.575,0.48936170212765956,0.696969696969697,0.5,0.5154651280795987,0.42699724517906334,0.45454545454545453,0.28,0.4117647058823529,0.21212121212121213
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,1,1,-0.08341830968856812,-0.08341830968856812,0.5348331498832184,0.5155440414507773,0.5759637188208617,0.5120967741935484,0.6580310880829016,0.5,0.5154651280795987,0.6620848881849178,0.6321243523316062,0.6120218579234973,0.6473988439306358,0.5803108808290155
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,1,1,-0.08341830968856812,-0.08341830968856812,0.601737075617284,0.5638888888888889,0.6620021528525296,0.5404217926186292,0.8541666666666666,0.5,0.5154651280795987,0.7299421296296296,0.6777777777777778,0.6834924965893588,0.6715817694369973,0.6958333333333333
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,1,2,-0.058668795973062515,-0.058668795973062515,0.6547767063279792,0.6102661596958175,0.648972602739726,0.5903426791277259,0.720532319391635,0.5,0.517682118323798,0.680165608871026,0.6368821292775665,0.6558558558558558,0.6232876712328768,0.6920152091254753
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,1,2,-0.058668795973062515,-0.058668795973062515,0.5674931129476584,0.5757575757575758,0.6216216216216216,0.5609756097560976,0.696969696969697,0.5,0.517682118323798,0.5518824609733701,0.48484848484848486,0.2608695652173913,0.46153846153846156,0.18181818181818182
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,1,2,-0.058668795973062515,-0.058668795973062515,0.5675857069988456,0.5492227979274611,0.48214285714285715,0.5664335664335665,0.41968911917098445,0.5,0.517682118323798,0.6371446213321162,0.6139896373056994,0.6068601583113457,0.6182795698924731,0.5958549222797928
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,1,2,-0.058668795973062515,-0.058668795973062515,0.6158681212139867,0.5984743411927878,0.6752664049355019,0.5668549905838042,0.8349514563106796,0.5,0.517682118323798,0.7369397565794157,0.6900138696255201,0.6871938418474458,0.693502824858757,0.680998613037448
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,1,3,0.003920688293874264,0.003920688293874264,0.6801705215419502,0.621904761904762,0.6672254819782062,0.5958083832335329,0.758095238095238,0.5,0.5012268016113071,0.6615419501133787,0.6133333333333333,0.6282051282051282,0.6049382716049383,0.6533333333333333
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,1,3,0.003920688293874264,0.003920688293874264,0.48484848484848486,0.5,0.42105263157894735,0.5,0.36363636363636365,0.5,0.5012268016113071,0.5307621671258035,0.5151515151515151,0.42857142857142855,0.5217391304347826,0.36363636363636365
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,1,3,0.003920688293874264,0.003920688293874264,0.514537303014846,0.47668393782383417,0.36477987421383645,0.464,0.3005181347150259,0.5,0.5012268016113071,0.6305404171924078,0.5854922279792746,0.5789473684210527,0.5882352941176471,0.5699481865284974
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,1,3,0.003920688293874264,0.003920688293874264,0.6149025848765431,0.6076388888888888,0.6598434677904876,0.5823591923485654,0.7611111111111111,0.5,0.5012268016113071,0.7418441358024691,0.6909722222222222,0.6949965729952022,0.6860622462787551,0.7041666666666667
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,1,4,-0.05325441062450409,-0.05325441062450409,0.6803047619047619,0.6171428571428571,0.6819620253164557,0.5832205683355887,0.820952380952381,0.5,0.5034737855409818,0.6408780045351474,0.6009523809523809,0.6235399820305481,0.5901360544217688,0.660952380952381
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,1,4,-0.05325441062450409,-0.05325441062450409,0.48943985307621674,0.5,0.5217391304347826,0.5,0.5454545454545454,0.5,0.5034737855409818,0.494949494949495,0.5303030303030303,0.41509433962264153,0.55,0.3333333333333333
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,1,4,-0.05325441062450409,-0.05325441062450409,0.6317216569572337,0.6062176165803109,0.6346153846153846,0.5919282511210763,0.6839378238341969,0.5,0.5034737855409818,0.6818706542457516,0.6269430051813472,0.6210526315789474,0.6310160427807486,0.6113989637305699
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,1,4,-0.05325441062450409,-0.05325441062450409,0.589542824074074,0.575,0.6458333333333334,0.5535714285714286,0.775,0.5,0.5034737855409818,0.7363310185185186,0.6868055555555556,0.6913073237508556,0.6815114709851552,0.7013888888888888
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,2,0,-0.1467743217945099,-0.1467743217945099,0.5375177857123681,0.5466321243523317,0.6236559139784946,0.5330882352941176,0.7512953367875648,0.5,0.5013551687671555,0.7209589519181724,0.6424870466321243,0.649746192893401,0.6368159203980099,0.6632124352331606
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,2,0,-0.1467743217945099,-0.1467743217945099,0.7098255280073462,0.6666666666666666,0.65625,0.6774193548387096,0.6363636363636364,0.5,0.5013551687671555,0.637741046831956,0.5606060606060606,0.4528301886792453,0.6,0.36363636363636365
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",cities_10k,base,main,prompt_answer,2,0,-0.1467743217945099,-0.1467743217945099,0.6620498866213151,0.6104761904761905,0.6605809128630705,0.5852941176470589,0.758095238095238,0.5,0.5013551687671555,0.6626122448979592,0.6209523809523809,0.6484098939929329,0.6046128500823723,0.699047619047619
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",medals_9k,base,main,prompt_answer,2,0,-0.1467743217945099,-0.1467743217945099,0.6040760030864197,0.5694444444444444,0.660460021905805,0.5452079566003617,0.8375,0.5,0.5013551687671555,0.7376311728395062,0.6916666666666667,0.6895104895104895,0.6943661971830986,0.6847222222222222
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,2,1,-0.00022726226598024368,-0.00022726226598024368,0.526242315229939,0.4948186528497409,0.513715710723192,0.4951923076923077,0.533678756476684,0.5,0.4949313415178685,0.6888238610432494,0.6450777202072538,0.6385224274406333,0.6505376344086021,0.6269430051813472
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,2,1,-0.00022726226598024368,-0.00022726226598024368,0.5335169880624425,0.5606060606060606,0.49122807017543857,0.5833333333333334,0.42424242424242425,0.5,0.4949313415178685,0.5463728191000918,0.5,0.32653061224489793,0.5,0.24242424242424243
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",cities_10k,base,main,prompt_answer,2,1,-0.00022726226598024368,-0.00022726226598024368,0.6517460317460317,0.6209523809523809,0.6753670473083198,0.5905848787446505,0.7885714285714286,0.5,0.4949313415178685,0.6588480725623583,0.6161904761904762,0.6230121608980356,0.6121323529411765,0.6342857142857142
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",medals_9k,base,main,prompt_answer,2,1,-0.00022726226598024368,-0.00022726226598024368,0.604350887345679,0.5652777777777778,0.602287166454892,0.5550351288056206,0.6583333333333333,0.5,0.4949313415178685,0.7144733796296295,0.6729166666666667,0.680677966101695,0.6649006622516557,0.6972222222222222
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,2,2,-0.15398378670215607,-0.15398378670215607,0.5516389701736959,0.5466321243523317,0.6300211416490487,0.5321428571428571,0.772020725388601,0.5,0.5336685131470528,0.6459233804934361,0.6269430051813472,0.6149732620320856,0.6353591160220995,0.5958549222797928
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,2,2,-0.15398378670215607,-0.15398378670215607,0.5656565656565655,0.5303030303030303,0.5974025974025974,0.5227272727272727,0.696969696969697,0.5,0.5336685131470528,0.588613406795225,0.5454545454545454,0.25,0.7142857142857143,0.15151515151515152
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",cities_10k,base,main,prompt_answer,2,2,-0.15398378670215607,-0.15398378670215607,0.6661690930908354,0.626425855513308,0.6838294448913917,0.592747559274756,0.8079847908745247,0.5,0.5336685131470528,0.6792150385288207,0.6254752851711026,0.6424682395644283,0.6145833333333334,0.6730038022813688
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",medals_9k,base,main,prompt_answer,2,2,-0.15398378670215607,-0.15398378670215607,0.6122189284800544,0.5887656033287101,0.6714681440443213,0.559040590405904,0.840499306518724,0.5,0.5336685131470528,0.7375437874273095,0.6997226074895978,0.6969909027291813,0.7033898305084746,0.6907073509015257
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,2,3,-0.05225566774606705,-0.05225566774606705,0.5044699186555344,0.47668393782383417,0.36477987421383645,0.464,0.3005181347150259,0.5,0.4839429938748644,0.6882332411608365,0.6606217616580311,0.6649616368286445,0.6565656565656566,0.6735751295336787
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,2,3,-0.05225566774606705,-0.05225566774606705,0.5482093663911846,0.5303030303030303,0.43636363636363634,0.5454545454545454,0.36363636363636365,0.5,0.4839429938748644,0.5133149678604225,0.5,0.32653061224489793,0.5,0.24242424242424243
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",cities_10k,base,main,prompt_answer,2,3,-0.05225566774606705,-0.05225566774606705,0.6758965986394558,0.6333333333333333,0.6799667497921862,0.6032448377581121,0.7790476190476191,0.5,0.4839429938748644,0.665277097505669,0.6133333333333333,0.6261510128913443,0.6060606060606061,0.6476190476190476
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",medals_9k,base,main,prompt_answer,2,3,-0.05225566774606705,-0.05225566774606705,0.6172164351851852,0.5798611111111112,0.6496815286624203,0.5571002979145978,0.7791666666666667,0.5,0.4839429938748644,0.7380140817901235,0.7020833333333333,0.7071672354948806,0.6953020134228188,0.7194444444444444
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,2,4,-0.026997234672307968,-0.026997234672307968,0.6059759993556875,0.5595854922279793,0.5933014354066986,0.5511111111111111,0.6424870466321243,0.5,0.5103388596742056,0.6878305457864641,0.6295336787564767,0.6416040100250626,0.6213592233009708,0.6632124352331606
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,2,4,-0.026997234672307968,-0.026997234672307968,0.4343434343434344,0.5303030303030303,0.41509433962264153,0.55,0.3333333333333333,0.5,0.5103388596742056,0.5289256198347108,0.5,0.32653061224489793,0.5,0.24242424242424243
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",cities_10k,base,main,prompt_answer,2,4,-0.026997234672307968,-0.026997234672307968,0.675132879818594,0.6161904761904762,0.6731549067315491,0.5861581920903954,0.7904761904761904,0.5,0.5103388596742056,0.6706340136054422,0.6276190476190476,0.6396313364055299,0.6196428571428572,0.660952380952381
llama3.1_8b_chat,"['birth_years_4k', 'cities_10k', 'medals_9k']",medals_9k,base,main,prompt_answer,2,4,-0.026997234672307968,-0.026997234672307968,0.5911130401234568,0.5618055555555556,0.6205652435357787,0.5471898197242842,0.7166666666666667,0.5,0.5103388596742056,0.7294184027777777,0.6909722222222222,0.7011417058428475,0.6788036410923277,0.725
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,3,0,-0.0028884033672511578,-0.0028884033672511578,0.6517079365079366,0.62,0.659265584970111,0.5975232198142415,0.7352380952380952,0.5,0.4933442655730379,0.6594739229024944,0.6276190476190476,0.6499552372426142,0.6131756756756757,0.6914285714285714
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,3,0,-0.0028884033672511578,-0.0028884033672511578,0.5552363821847566,0.5362694300518135,0.5277044854881267,0.5376344086021505,0.5181347150259067,0.5,0.4933442655730379,0.7142205159870065,0.6658031088082902,0.6766917293233082,0.6553398058252428,0.6994818652849741
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,3,0,-0.0028884033672511578,-0.0028884033672511578,0.7043158861340678,0.6363636363636364,0.5,0.8,0.36363636363636365,0.5,0.4933442655730379,0.539485766758494,0.5303030303030303,0.5079365079365079,0.5333333333333333,0.48484848484848486
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,3,0,-0.0028884033672511578,-0.0028884033672511578,0.6345100308641975,0.6020833333333333,0.6434349719975109,0.5828635851183765,0.7180555555555556,0.5,0.4933442655730379,0.7319251543209876,0.6902777777777778,0.6915629322268326,0.6887052341597796,0.6944444444444444
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,3,1,-0.004214187152683735,-0.004214187152683735,0.6475555555555556,0.6247619047619047,0.6812297734627831,0.5921237693389592,0.8019047619047619,0.5,0.4757087732421401,0.6592598639455783,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,3,1,-0.004214187152683735,-0.004214187152683735,0.539450723509356,0.5362694300518135,0.5041551246537396,0.5416666666666666,0.47150259067357514,0.5,0.4757087732421401,0.6969583076055734,0.6606217616580311,0.6469002695417789,0.6741573033707865,0.6217616580310881
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,3,1,-0.004214187152683735,-0.004214187152683735,0.5463728191000918,0.5757575757575758,0.5172413793103449,0.6,0.45454545454545453,0.5,0.4757087732421401,0.47796143250688705,0.45454545454545453,0.21739130434782608,0.38461538461538464,0.15151515151515152
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,3,1,-0.004214187152683735,-0.004214187152683735,0.6273804012345678,0.58125,0.6606640405177265,0.5553453169347209,0.8152777777777778,0.5,0.4757087732421401,0.7261959876543209,0.6888888888888889,0.694406548431105,0.6823056300268097,0.7069444444444445
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,3,2,-0.09491143375635147,-0.09491143375635147,0.6806860732409026,0.6311787072243346,0.680921052631579,0.6,0.7870722433460076,0.5,0.5254550482873102,0.6715833682719138,0.6074144486692015,0.6228310502283105,0.5992970123022847,0.6482889733840305
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,3,2,-0.09491143375635147,-0.09491143375635147,0.5592096432118983,0.5207253886010362,0.45427728613569324,0.5273972602739726,0.39896373056994816,0.5,0.5254550482873102,0.7029987382211603,0.6865284974093264,0.670299727520436,0.7068965517241379,0.6373056994818653
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,3,2,-0.09491143375635147,-0.09491143375635147,0.5932047750229569,0.6060606060606061,0.6176470588235294,0.6,0.6363636363636364,0.5,0.5254550482873102,0.5757575757575757,0.5303030303030303,0.41509433962264153,0.55,0.3333333333333333
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",medals_9k,base,main,prompt_answer,3,2,-0.09491143375635147,-0.09491143375635147,0.6333032600352799,0.5957004160887656,0.675208913649025,0.5642458100558659,0.840499306518724,0.5,0.5254550482873102,0.7267876139050209,0.6768377253814147,0.6768377253814147,0.6768377253814147,0.6768377253814147
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",cities_10k,base,main,prompt_answer,3,3,0.04653710499405861,0.04653710499405861,0.6571573696145124,0.6352380952380953,0.6751484308736218,0.6085626911314985,0.758095238095238,0.5,0.48901419356286197,0.6832580498866214,0.6333333333333333,0.6378174976481655,0.6301115241635687,0.6457142857142857
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",birth_years_4k,base,main,prompt_answer,3,3,0.04653710499405861,0.04653710499405861,0.5106982737791618,0.47668393782383417,0.36477987421383645,0.464,0.3005181347150259,0.5,0.48901419356286197,0.6907836451985289,0.6398963730569949,0.6550868486352357,0.6285714285714286,0.6839378238341969
llama3.1_8b_chat,"['cities_10k', 'birth_years_4k', 'medals_9k']",football_leagues_1k,base,main,prompt_answer,3,3,0.04653710499405861,0.04653710499405861,0.566574839302112,0.5303030303030303,0.39215686274509803,0.5555555555555556,0.30303030303030304,0.5,0.48901419356286197,0.4995408631772268,0.48484848484848486,0.41379310344827586,0.48,0.36363636363636365
