model_id,dataset_id,prompt_id,subset_id,input_type,layer,fold,direction_optimal_cut,direction_optimal_train_set_cut,direction_test_roc_auc,direction_accuracy_score,direction_f1_score,direction_precision_score,direction_recall_score,logistic_regression_optimal_cut,logistic_regression_optimal_train_set_cut,logistic_regression_test_roc_auc,logistic_regression_accuracy_score,logistic_regression_f1_score,logistic_regression_precision_score,logistic_regression_recall_score
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,4,0.14800460636615753,0.14800460636615753,0.5518212041058992,0.5492610837438424,0.5040650406504065,0.5602409638554217,0.458128078817734,0.5,0.47236284333064993,0.6493727098449368,0.6059113300492611,0.6019900497512438,0.6080402010050251,0.5960591133004927
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,0,0.047285810112953186,0.047285810112953186,0.6334662208504801,0.6157407407407407,0.5786802030456852,0.6404494382022472,0.5277777777777778,0.5,0.6083072637798334,0.6882501714677641,0.6458333333333334,0.6450116009280742,0.6465116279069767,0.6435185185185185
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,1,0.11368785798549652,0.11368785798549652,0.5673098687188773,0.5691489361702128,0.554945054945055,0.5738636363636364,0.5372340425531915,0.5,0.6964372239104641,0.7217632412856496,0.6542553191489362,0.6614583333333334,0.6479591836734694,0.675531914893617
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,2,0.17244833707809448,0.17244833707809448,0.5961784970357314,0.5949367088607594,0.5492957746478874,0.6190476190476191,0.4936708860759494,0.5,0.6271757032118375,0.7422288094856593,0.689873417721519,0.6733333333333333,0.7112676056338029,0.6392405063291139
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,3,-0.040453556925058365,-0.040453556925058365,0.6161728670082424,0.6169154228855721,0.6051282051282051,0.6243386243386243,0.5870646766169154,0.5,0.6263477963770224,0.75713472438801,0.7064676616915423,0.6958762886597938,0.7219251336898396,0.6716417910447762
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,4,0.22468876838684082,0.22468876838684082,0.5605328933000073,0.5714285714285714,0.5396825396825397,0.5828571428571429,0.5024630541871922,0.5,0.6353392858281319,0.6607051857603922,0.5935960591133005,0.5925925925925926,0.594059405940594,0.5911330049261084
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,0,0.12228661775588989,0.12228661775588989,0.6280221193415637,0.6087962962962963,0.5564304461942258,0.6424242424242425,0.49074074074074076,0.5,0.6567083402578839,0.7215149176954732,0.6759259259259259,0.6832579185520362,0.668141592920354,0.6990740740740741
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,1,0.19351090490818024,0.19351090490818024,0.5705353100950656,0.5771276595744681,0.5619834710743802,0.5828571428571429,0.5425531914893617,0.5,0.6273767657242859,0.7353440470801268,0.6781914893617021,0.6773333333333333,0.679144385026738,0.675531914893617
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,2,0.22352930903434753,0.22352930903434753,0.5959381509373498,0.5981012658227848,0.5605536332179931,0.6183206106870229,0.5126582278481012,0.5,0.608114439312001,0.7618971318698926,0.6930379746835443,0.6840390879478827,0.7046979865771812,0.6645569620253164
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,3,-0.013978119939565659,-0.013978119939565659,0.6231033885299868,0.6218905472636815,0.6180904522613065,0.6243654822335025,0.6119402985074627,0.5,0.6781629705015967,0.7638672310091335,0.7014925373134329,0.7044334975369458,0.697560975609756,0.7114427860696517
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,4,0.30796530842781067,0.30796530842781067,0.5663568637918901,0.5714285714285714,0.5347593582887701,0.5847953216374269,0.49261083743842365,0.5,0.6739224750585711,0.7143342473731467,0.6477832512315271,0.6416040100250626,0.6530612244897959,0.6305418719211823
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,0,0.05730719864368439,0.05730719864368439,0.6417181069958848,0.625,0.5867346938775511,0.6534090909090909,0.5324074074074074,0.5,0.5676643235311103,0.7458847736625513,0.6990740740740741,0.7018348623853211,0.6954545454545454,0.7083333333333334
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,1,0.140554279088974,0.140554279088974,0.577806699864192,0.5824468085106383,0.5813333333333334,0.5828877005347594,0.5797872340425532,0.5,0.6059909785950427,0.7363060208239022,0.6781914893617021,0.6738544474393531,0.6830601092896175,0.6648936170212766
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,2,0.17385205626487732,0.17385205626487732,0.6025476686428457,0.6044303797468354,0.5644599303135889,0.627906976744186,0.5126582278481012,0.5,0.6051087225912626,0.7881349142765582,0.7215189873417721,0.717948717948718,0.7272727272727273,0.7088607594936709
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,3,-0.08730858564376831,-0.08730858564376831,0.6319645553327888,0.6318407960199005,0.6318407960199005,0.6318407960199005,0.6318407960199005,0.5,0.613360142307727,0.772035345659761,0.6965174129353234,0.698019801980198,0.6945812807881774,0.7014925373134329
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,4,0.26600614190101624,0.26600614190101624,0.5790725326991677,0.5862068965517241,0.5555555555555556,0.6,0.5172413793103449,0.5,0.6674139459578355,0.7429445024145211,0.6699507389162561,0.665,0.6751269035532995,0.6551724137931034
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,0,0.13822992146015167,0.13822992146015167,0.6641375171467763,0.6597222222222222,0.6508313539192399,0.6682926829268293,0.6342592592592593,0.5,0.5644477031246038,0.7469135802469136,0.6851851851851852,0.6807511737089202,0.6904761904761905,0.6712962962962963
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,1,0.2062050998210907,0.2062050998210907,0.5919533725667723,0.5957446808510638,0.6041666666666666,0.5918367346938775,0.6170212765957447,0.5,0.586849064802362,0.724309642372114,0.6808510638297872,0.6756756756756757,0.6868131868131868,0.6648936170212766
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,2,0.27272170782089233,0.27272170782089233,0.623137317737542,0.5981012658227848,0.5694915254237288,0.6131386861313869,0.5316455696202531,0.5,0.531133637765365,0.8268306361160069,0.7531645569620253,0.743421052631579,0.773972602739726,0.7151898734177216
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,3,0.06463035941123962,0.06463035941123962,0.6547610207668126,0.654228855721393,0.6584766584766585,0.6504854368932039,0.6666666666666666,0.5,0.5646189105295469,0.7800797009975,0.6990049751243781,0.6997518610421837,0.698019801980198,0.7014925373134329
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,4,0.29384252429008484,0.29384252429008484,0.5976364386420442,0.6083743842364532,0.6034912718204489,0.6111111111111112,0.5960591133004927,0.5,0.6014878906608411,0.7386250576330413,0.7044334975369458,0.7,0.7106598984771574,0.6896551724137931
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,0,-0.1993691623210907,-0.1993691623210907,0.7016889574759944,0.6643518518518519,0.6813186813186813,0.6485355648535565,0.7175925925925926,0.5,0.5750529448120829,0.7602237654320988,0.7013888888888888,0.708803611738149,0.6916299559471366,0.7268518518518519
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,1,-0.12162807583808899,-0.12162807583808899,0.6261883205070168,0.6037234042553191,0.6443914081145584,0.5844155844155844,0.7180851063829787,0.5,0.5338719473327368,0.7299683114531463,0.6728723404255319,0.6754617414248021,0.6701570680628273,0.6808510638297872
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,2,0.015332472510635853,0.015332472510635853,0.6853869572183946,0.6392405063291139,0.6225165562913907,0.6527777777777778,0.5949367088607594,0.5,0.6105112532566004,0.7938631629546546,0.740506329113924,0.7371794871794872,0.7467532467532467,0.7278481012658228
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,3,-0.16841557621955872,-0.16841557621955872,0.6722358357466399,0.654228855721393,0.6774941995359629,0.6347826086956522,0.7263681592039801,0.5,0.5306656522753982,0.7732481869260661,0.6990049751243781,0.7027027027027027,0.6941747572815534,0.7114427860696517
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,4,-0.07868421077728271,-0.07868421077728271,0.6503433715935839,0.6403940886699507,0.6523809523809524,0.631336405529954,0.6748768472906403,0.5,0.6094422586437328,0.7390861219636488,0.6576354679802956,0.6426735218508998,0.6720430107526881,0.6157635467980296
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,0,-0.2183997631072998,-0.2183997631072998,0.7252229080932785,0.6851851851851852,0.7004405286343612,0.6680672268907563,0.7361111111111112,0.5,0.5621663588981684,0.7605024005486969,0.6944444444444444,0.6930232558139535,0.6962616822429907,0.6898148148148148
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,1,-0.3114422559738159,-0.3114422559738159,0.6379866455409688,0.6037234042553191,0.6590389016018307,0.5783132530120482,0.7659574468085106,0.5,0.6514184455044528,0.7401822091444092,0.6835106382978723,0.6925064599483204,0.6733668341708543,0.7127659574468085
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,2,-0.4661855399608612,-0.4661855399608612,0.7033728569139561,0.6550632911392406,0.6822157434402333,0.6324324324324324,0.740506329113924,0.5,0.5778429389660877,0.790217913795866,0.7373417721518988,0.7365079365079366,0.7388535031847133,0.7341772151898734
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,3,-0.46942010521888733,-0.46942010521888733,0.6937204524640479,0.6691542288557214,0.7164179104477612,0.6268656716417911,0.835820895522388,0.5,0.5877006860998926,0.796118907947823,0.7213930348258707,0.7268292682926829,0.7129186602870813,0.7412935323383084
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,4,-0.2517778277397156,-0.2517778277397156,0.6653643621538986,0.6625615763546798,0.6864988558352403,0.6410256410256411,0.7389162561576355,0.5,0.6417581853318634,0.74415782960033,0.6798029556650246,0.6700507614213198,0.6910994764397905,0.6502463054187192
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,0,-0.38154110312461853,-0.38154110312461853,0.7143347050754457,0.6736111111111112,0.6993603411513859,0.6482213438735178,0.7592592592592593,0.5,0.6237846401369194,0.7787851508916322,0.7129629629629629,0.7075471698113207,0.7211538461538461,0.6944444444444444
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,1,-0.28477752208709717,-0.28477752208709717,0.6237833861475781,0.5957446808510638,0.6398104265402843,0.5769230769230769,0.7180851063829787,0.5,0.6725700640010717,0.7414554096876415,0.6835106382978723,0.6956521739130435,0.6699507389162561,0.723404255319149
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,2,-0.3649860918521881,-0.3649860918521881,0.7078993751001442,0.6740506329113924,0.6888217522658611,0.6589595375722543,0.7215189873417721,0.5,0.6005242280524243,0.7851305880467875,0.75,0.742671009771987,0.7651006711409396,0.7215189873417721
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,3,-0.8846104145050049,-0.8846104145050049,0.6769386896363951,0.6393034825870647,0.7117296222664016,0.5927152317880795,0.8905472636815921,0.5,0.6195560062372529,0.7915645652335339,0.7064676616915423,0.702020202020202,0.7128205128205128,0.6915422885572139
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,4,-0.19745665788650513,-0.19745665788650513,0.658229998301342,0.6428571428571429,0.6555819477434679,0.6330275229357798,0.6798029556650246,0.5,0.6704170804993338,0.7593486859666577,0.7068965517241379,0.6956521739130435,0.723404255319149,0.6699507389162561
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,0,-0.5175902843475342,-0.5175902843475342,0.7339248971193415,0.6875,0.725050916496945,0.6472727272727272,0.8240740740740741,0.5,0.5784155716631703,0.7672325102880659,0.6944444444444444,0.6872037914691943,0.7038834951456311,0.6712962962962963
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,1,-0.5062536001205444,-0.5062536001205444,0.6296684019918515,0.598404255319149,0.6606741573033708,0.5719844357976653,0.7819148936170213,0.5,0.6756901287732111,0.7420212765957447,0.6702127659574468,0.675392670157068,0.6649484536082474,0.6861702127659575
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,2,-0.7129683494567871,-0.7129683494567871,0.7199166800192276,0.6518987341772152,0.6944444444444444,0.6188118811881188,0.7911392405063291,0.5,0.6131393562124616,0.7735138599583401,0.7278481012658228,0.7152317880794702,0.75,0.6835443037974683
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,3,-0.4305347204208374,-0.4305347204208374,0.7042152421969753,0.6393034825870647,0.6784922394678492,0.612,0.7611940298507462,0.5,0.6116545642092881,0.8040147521100963,0.7512437810945274,0.75,0.7537688442211056,0.746268656716418
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,4,-0.43742597103118896,-0.43742597103118896,0.6784197626732025,0.6403940886699507,0.6812227074235808,0.611764705882353,0.7684729064039408,0.5,0.648806347943298,0.7462690189036376,0.6674876847290641,0.6666666666666666,0.6683168316831684,0.6650246305418719
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,0,-0.6344839334487915,-0.6344839334487915,0.7556798696844993,0.6967592592592593,0.7426326129666012,0.6450511945392492,0.875,0.5,0.5536710902668024,0.787551440329218,0.7083333333333334,0.7014218009478673,0.7184466019417476,0.6851851851851852
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,1,-0.5245300531387329,-0.5245300531387329,0.6480024898143956,0.6063829787234043,0.6666666666666666,0.578125,0.7872340425531915,0.5,0.7011265076735533,0.7545552286102309,0.6781914893617021,0.6824146981627297,0.6735751295336787,0.6914893617021277
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,2,-0.5260283350944519,-0.5260283350944519,0.7486380387758372,0.6867088607594937,0.7146974063400576,0.656084656084656,0.7848101265822784,0.5,0.6476237013723829,0.8077231212946643,0.740506329113924,0.7337662337662337,0.7533333333333333,0.7151898734177216
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,3,-0.5760132670402527,-0.5760132670402527,0.7293631345758768,0.6567164179104478,0.7088607594936709,0.6153846153846154,0.835820895522388,0.5,0.605401164046659,0.8121828667607237,0.7412935323383084,0.7438423645320197,0.7365853658536585,0.7512437810945274
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,4,-0.5572797656059265,-0.5572797656059265,0.7028319056516781,0.6527093596059114,0.6967741935483871,0.6183206106870229,0.7980295566502463,0.5,0.6580866029307989,0.7676478439175909,0.6896551724137931,0.685,0.6954314720812182,0.6748768472906403
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,0,-0.18150904774665833,-0.18150904774665833,0.7737697187928668,0.7037037037037037,0.7168141592920354,0.6864406779661016,0.75,0.5,0.5576075243824825,0.7785493827160493,0.6828703703703703,0.6745843230403801,0.6926829268292682,0.6574074074074074
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,1,-0.0718388557434082,-0.0718388557434082,0.6536328655500226,0.625,0.6430379746835443,0.6135265700483091,0.675531914893617,0.5,0.6073675839283523,0.7488965595291988,0.6781914893617021,0.6840731070496083,0.6717948717948717,0.6968085106382979
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,2,-0.499965101480484,-0.499965101480484,0.7622175933344016,0.6930379746835443,0.7104477611940299,0.672316384180791,0.7531645569620253,0.5,0.5888019700578393,0.8064412754366287,0.7341772151898734,0.7290322580645161,0.743421052631579,0.7151898734177216
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,3,-0.2571966052055359,-0.2571966052055359,0.7465161753421945,0.6716417910447762,0.7013574660633484,0.6431535269709544,0.7711442786069652,0.5,0.6350867543369563,0.7889161159377243,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.7014925373134329
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,4,-0.3967989385128021,-0.3967989385128021,0.7183139605426,0.6798029556650246,0.7045454545454546,0.6540084388185654,0.7635467980295566,0.5,0.6015298357113474,0.7653425222645539,0.6699507389162561,0.654639175257732,0.6864864864864865,0.625615763546798
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,0,-0.23594513535499573,-0.23594513535499573,0.8116640946502056,0.7546296296296297,0.7695652173913043,0.7254098360655737,0.8194444444444444,0.5,0.6139955236679906,0.8037765775034293,0.7222222222222222,0.7101449275362319,0.7424242424242424,0.6805555555555556
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,1,-0.3437540829181671,-0.3437540829181671,0.6960728836577638,0.6569148936170213,0.6978922716627635,0.6234309623430963,0.7925531914893617,0.5,0.6091195344348787,0.7290629244001811,0.6595744680851063,0.6847290640394089,0.6376146788990825,0.7393617021276596
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,2,0.29522016644477844,0.29522016644477844,0.7897372215991026,0.6930379746835443,0.6367041198501873,0.7798165137614679,0.5379746835443038,0.5,0.6027600755390602,0.8293542701490146,0.7816455696202531,0.7752442996742671,0.7986577181208053,0.7531645569620253
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,3,-0.31164395809173584,-0.31164395809173584,0.8064156827801292,0.7213930348258707,0.7533039647577092,0.6758893280632411,0.8507462686567164,0.5,0.6439797055165126,0.7923071211108637,0.7313432835820896,0.73,0.7336683417085427,0.7263681592039801
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,4,-0.5483701229095459,-0.5483701229095459,0.7588876216360504,0.6896551724137931,0.7272727272727273,0.6486486486486487,0.8275862068965517,0.5,0.7097360076961395,0.7893664005435707,0.7118226600985221,0.7007672634271099,0.7287234042553191,0.6748768472906403
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,0,-0.26232874393463135,-0.26232874393463135,0.80892061042524,0.7523148148148148,0.7637969094922737,0.729957805907173,0.8009259259259259,0.5,0.6836561309182058,0.7757844650205761,0.6990740740740741,0.6875,0.715,0.6620370370370371
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,1,-0.34371083974838257,-0.34371083974838257,0.6874434133091898,0.6436170212765957,0.6824644549763034,0.6153846153846154,0.7659574468085106,0.5,0.6148922440742108,0.749830239927569,0.6835106382978723,0.6956521739130435,0.6699507389162561,0.723404255319149
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,2,-0.715491533279419,-0.715491533279419,0.7896571062329755,0.6962025316455697,0.7303370786516854,0.6565656565656566,0.8227848101265823,0.5,0.6040924668323938,0.8081236981253005,0.7373417721518988,0.7398119122257053,0.7329192546583851,0.7468354430379747
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,3,-0.24000689387321472,-0.24000689387321472,0.8084205836489197,0.7213930348258707,0.7511111111111111,0.678714859437751,0.8407960199004975,0.5,0.6496625665473819,0.8080740575728323,0.7412935323383084,0.7463414634146341,0.7320574162679426,0.7611940298507462
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,4,-0.41596847772598267,-0.41596847772598267,0.7559271033026767,0.6995073891625616,0.7276785714285714,0.6653061224489796,0.8029556650246306,0.5,0.640196070148684,0.7629644009803684,0.6896551724137931,0.6785714285714286,0.7037037037037037,0.6551724137931034
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,0,-0.3093849718570709,-0.3093849718570709,0.82088048696845,0.7638888888888888,0.7811158798283262,0.728,0.8425925925925926,0.5,0.6517366194446415,0.7856009945130316,0.7222222222222222,0.7073170731707317,0.7474226804123711,0.6712962962962963
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,1,-0.4060913920402527,-0.4060913920402527,0.7187358533272975,0.6728723404255319,0.7210884353741497,0.6284584980237155,0.8457446808510638,0.5,0.693390344532308,0.7548381620642824,0.6861702127659575,0.6989795918367347,0.6715686274509803,0.7287234042553191
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,2,0.34409305453300476,0.34409305453300476,0.8043182182342574,0.7215189873417721,0.6764705882352942,0.8070175438596491,0.5822784810126582,0.5,0.6608638475716835,0.7988303156545427,0.7151898734177216,0.7133757961783439,0.717948717948718,0.7088607594936709
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,3,-0.2786919176578522,-0.2786919176578522,0.8334942204400881,0.7412935323383084,0.7688888888888888,0.6947791164658634,0.8606965174129353,0.5,0.6696755438674478,0.7994109056706518,0.7338308457711443,0.7358024691358025,0.7303921568627451,0.7412935323383084
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,4,-0.5289060473442078,-0.5289060473442078,0.7817709723604067,0.6970443349753694,0.734341252699784,0.6538461538461539,0.8374384236453202,0.5,0.7024039245001329,0.771748889805625,0.6995073891625616,0.6887755102040817,0.7142857142857143,0.6650246305418719
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,17,0,-0.7618619203567505,-0.7618619203567505,0.8007973251028806,0.7152777777777778,0.7474332648870636,0.6715867158671587,0.8425925925925926,0.5,0.6645485908159994,0.7739411865569273,0.7037037037037037,0.6952380952380952,0.7156862745098039,0.6759259259259259
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,17,1,-0.6632150411605835,-0.6632150411605835,0.710898596650068,0.651595744680851,0.6974595842956121,0.6163265306122448,0.8031914893617021,0.5,0.6467326012316316,0.7678531009506564,0.6835106382978723,0.6972010178117048,0.6682926829268293,0.7287234042553191
